Date,LAT,LON,ALLSKY_SFC_SW_DWN,RH2M,GWETTOP_x,T2M_x,T2M_y,GWETTOP_y,T2M,GWETTOP
2023-03-20,33.5,-7.5,23.88,72.53,0.58,,16.34,,16.34,
2023-03-20,33.5,-2.5,22.94,67.32,0.34,,9.61,,9.61,
2023-03-20,34.5,-7.5,23.46,79.19,1.0,,17.62,,17.62,
2023-03-20,34.5,-2.5,20.93,71.63,0.36,,11.63,,11.63,
2023-03-20,35.5,-7.5,22.96,82.28,1.0,,17.34,,17.34,
2023-03-20,35.5,-2.5,21.01,89.18,0.73,,15.29,,15.29,
2023-03-21,27.5,-7.5,24.77,35.41,0.32,,20.24,,20.24,
2023-03-21,27.5,-2.5,23.34,38.35,0.07,,19.87,,19.87,
2023-03-21,28.5,-7.5,24.89,32.58,0.24,,20.41,,20.41,
2023-03-21,28.5,-2.5,22.98,37.92,0.08,,19.71,,19.71,
2023-03-21,29.5,-7.5,24.97,34.94,0.34,,20.56,,20.56,
2023-03-21,29.5,-2.5,23.92,40.02,0.12,,18.45,,18.45,
2023-03-21,30.5,-7.5,25.43,44.8,0.46,,12.18,,12.18,
2023-03-21,30.5,-2.5,24.53,41.15,0.16,,18.05,,18.05,
2023-03-21,31.5,-7.5,24.85,44.03,0.47,,13.16,,13.16,
2023-03-21,31.5,-2.5,24.21,40.76,0.22,,17.51,,17.51,
2023-03-21,32.5,-7.5,24.17,52.57,0.44,,17.38,,17.38,
2023-03-21,32.5,-2.5,24.75,50.48,0.35,,13.7,,13.7,
2023-03-21,33.5,-7.5,22.74,74.93,0.57,,16.68,,16.68,
2023-03-21,33.5,-2.5,24.24,57.0,0.33,,12.1,,12.1,
2023-03-21,34.5,-7.5,22.41,82.17,1.0,,17.46,,17.46,
2023-03-21,34.5,-2.5,23.56,57.28,0.35,,13.42,,13.42,
2023-03-21,35.5,-7.5,22.33,78.91,1.0,,17.36,,17.36,
2023-03-21,35.5,-2.5,21.35,73.77,0.73,,15.38,,15.38,
2023-03-22,27.5,-7.5,24.29,32.07,0.31,,21.78,,21.78,
2023-03-22,27.5,-2.5,23.31,34.63,0.07,,21.11,,21.11,
2023-03-22,28.5,-7.5,23.93,27.72,0.23,,21.98,,21.98,
2023-03-22,28.5,-2.5,23.01,34.46,0.08,,21.14,,21.14,
2023-03-22,29.5,-7.5,23.53,32.16,0.34,,22.53,,22.53,
2023-03-22,29.5,-2.5,24.0,34.13,0.12,,20.57,,20.57,
2023-03-22,30.5,-7.5,23.02,44.45,0.45,,13.25,,13.25,
2023-03-22,30.5,-2.5,24.53,32.53,0.15,,20.05,,20.05,
2023-03-22,31.5,-7.5,23.09,42.66,0.47,,14.83,,14.83,
2023-03-22,31.5,-2.5,24.17,30.14,0.21,,19.45,,19.45,
2023-03-22,32.5,-7.5,23.76,48.64,0.43,,18.85,,18.85,
2023-03-22,32.5,-2.5,24.38,36.1,0.34,,16.43,,16.43,
2023-03-22,33.5,-7.5,23.39,73.47,0.57,,17.22,,17.22,
2023-03-22,33.5,-2.5,22.67,36.91,0.33,,15.72,,15.72,
2023-03-22,34.5,-7.5,23.31,83.91,1.0,,17.7,,17.7,
2023-03-22,34.5,-2.5,22.83,39.56,0.35,,16.13,,16.13,
2023-03-22,35.5,-7.5,23.08,86.84,1.0,,17.22,,17.22,
2023-03-22,35.5,-2.5,23.03,63.97,0.73,,15.95,,15.95,
2023-03-23,27.5,-7.5,24.99,29.89,0.31,,23.64,,23.64,
2023-03-23,27.5,-2.5,24.44,22.37,0.07,,22.76,,22.76,
2023-03-23,28.5,-7.5,24.34,24.24,0.22,,24.38,,24.38,
2023-03-23,28.5,-2.5,24.13,22.88,0.08,,22.79,,22.79,
2023-03-23,29.5,-7.5,23.5,29.72,0.34,,24.32,,24.32,
2023-03-23,29.5,-2.5,24.35,25.44,0.12,,22.38,,22.38,
2023-03-23,30.5,-7.5,24.18,38.46,0.44,,14.75,,14.75,
2023-03-23,30.5,-2.5,24.28,27.59,0.15,,21.72,,21.72,
2023-03-23,31.5,-7.5,23.98,40.55,0.46,,15.57,,15.57,
2023-03-23,31.5,-2.5,23.75,29.9,0.2,,21.17,,21.17,
2023-03-23,32.5,-7.5,24.2,45.82,0.43,,20.03,,20.03,
2023-03-23,32.5,-2.5,23.03,36.95,0.34,,18.01,,18.01,
2023-03-23,33.5,-7.5,23.46,69.95,0.57,,17.97,,17.97,
2023-03-23,33.5,-2.5,23.46,36.98,0.32,,16.74,,16.74,
2023-03-23,34.5,-7.5,23.24,84.91,1.0,,17.87,,17.87,
2023-03-23,34.5,-2.5,23.72,38.23,0.34,,17.32,,17.32,
2023-03-23,35.5,-7.5,23.39,81.63,1.0,,17.59,,17.59,
2023-03-23,35.5,-2.5,22.73,71.79,0.72,,17.01,,17.01,
2023-03-24,27.5,-7.5,25.14,24.43,0.31,,25.92,,25.92,
2023-03-24,27.5,-2.5,25.22,17.11,0.07,,24.69,,24.69,
2023-03-24,28.5,-7.5,24.95,21.69,0.21,,25.69,,25.69,
2023-03-24,28.5,-2.5,24.95,17.0,0.07,,24.83,,24.83,
2023-03-24,29.5,-7.5,25.14,25.03,0.33,,25.29,,25.29,
2023-03-24,29.5,-2.5,24.62,18.53,0.11,,23.98,,23.98,
2023-03-24,30.5,-7.5,25.47,29.78,0.42,,15.54,,15.54,
2023-03-24,30.5,-2.5,24.63,21.95,0.14,,23.49,,23.49,
2023-03-24,31.5,-7.5,25.18,32.21,0.46,,16.57,,16.57,
2023-03-24,31.5,-2.5,24.48,25.83,0.19,,22.79,,22.79,
2023-03-24,32.5,-7.5,24.91,49.99,0.42,,19.25,,19.25,
2023-03-24,32.5,-2.5,24.68,32.85,0.34,,19.53,,19.53,
2023-03-24,33.5,-7.5,23.37,79.82,0.56,,16.59,,16.59,
2023-03-24,33.5,-2.5,24.63,35.23,0.32,,17.51,,17.51,
2023-03-24,34.5,-7.5,22.44,80.18,1.0,,17.61,,17.61,
2023-03-24,34.5,-2.5,23.9,41.41,0.34,,17.8,,17.8,
2023-03-24,35.5,-7.5,20.94,80.42,1.0,,17.37,,17.37,
2023-03-24,35.5,-2.5,21.75,76.92,0.72,,17.98,,17.98,
2023-03-25,27.5,-7.5,26.05,24.94,0.3,,24.54,,24.54,
2023-03-25,27.5,-2.5,25.26,17.62,0.07,,23.4,,23.4,
2023-03-25,28.5,-7.5,25.78,22.33,0.2,,23.9,,23.9,
2023-03-25,28.5,-2.5,24.88,18.0,0.07,,23.75,,23.75,
2023-03-25,29.5,-7.5,25.37,25.4,0.32,,24.33,,24.33,
2023-03-25,29.5,-2.5,25.35,19.5,0.11,,23.02,,23.02,
2023-03-25,30.5,-7.5,25.31,32.9,0.4,,15.69,,15.69,
2023-03-25,30.5,-2.5,25.36,22.66,0.14,,22.09,,22.09,
2023-03-25,31.5,-7.5,24.84,33.88,0.46,,17.97,,17.97,
2023-03-25,31.5,-2.5,25.18,26.3,0.18,,21.45,,21.45,
2023-03-25,32.5,-7.5,24.8,46.65,0.42,,20.05,,20.05,
2023-03-25,32.5,-2.5,25.09,37.21,0.33,,17.69,,17.69,
2023-03-25,33.5,-7.5,23.82,81.46,0.56,,16.6,,16.6,
2023-03-25,33.5,-2.5,23.88,33.63,0.31,,18.06,,18.06,
2023-03-25,34.5,-7.5,23.5,88.99,1.0,,17.77,,17.77,
2023-03-25,34.5,-2.5,24.35,36.28,0.33,,18.89,,18.89,
2023-03-25,35.5,-7.5,23.62,91.41,1.0,,17.49,,17.49,
2023-03-25,35.5,-2.5,22.86,78.53,0.72,,17.91,,17.91,
2023-03-26,27.5,-7.5,25.86,22.07,0.29,,22.79,,22.79,
2023-03-26,27.5,-2.5,25.79,9.97,0.06,,22.63,,22.63,
2023-03-26,28.5,-7.5,25.25,16.95,0.18,,24.09,,24.09,
2023-03-26,28.5,-2.5,25.09,12.95,0.07,,23.16,,23.16,
2023-03-26,29.5,-7.5,25.44,23.57,0.32,,24.96,,24.96,
2023-03-26,29.5,-2.5,25.71,16.27,0.1,,22.71,,22.71,
2023-03-26,30.5,-7.5,25.18,29.71,0.38,,17.79,,17.79,
2023-03-26,30.5,-2.5,25.59,18.34,0.14,,22.43,,22.43,
2023-03-26,31.5,-7.5,24.0,39.16,0.46,,18.16,,18.16,
2023-03-26,31.5,-2.5,25.26,21.32,0.17,,22.05,,22.05,
2023-03-26,32.5,-7.5,23.93,55.13,0.42,,20.5,,20.5,
2023-03-26,32.5,-2.5,24.42,31.25,0.33,,18.85,,18.85,
2023-03-26,33.5,-7.5,22.16,79.78,0.56,,17.67,,17.67,
2023-03-26,33.5,-2.5,25.04,31.4,0.3,,18.26,,18.26,
2023-03-26,34.5,-7.5,21.44,87.34,1.0,,18.08,,18.08,
2023-03-26,34.5,-2.5,24.71,34.38,0.33,,19.09,,19.09,
2023-03-26,35.5,-7.5,19.93,86.33,1.0,,17.69,,17.69,
2023-03-26,35.5,-2.5,23.11,76.9,0.72,,18.59,,18.59,
2023-03-27,27.5,-7.5,26.5,19.36,0.29,,22.38,,22.38,
2023-03-27,27.5,-2.5,26.71,9.67,0.06,,23.18,,23.18,
2023-03-27,28.5,-7.5,26.17,14.39,0.17,,24.15,,24.15,
2023-03-27,28.5,-2.5,26.49,12.79,0.06,,23.74,,23.74,
2023-03-27,29.5,-7.5,24.55,20.36,0.32,,25.82,,25.82,
2023-03-27,29.5,-2.5,25.53,14.9,0.1,,24.02,,24.02,
2023-03-27,30.5,-7.5,21.77,35.44,0.36,,17.04,,17.04,
2023-03-27,30.5,-2.5,24.9,17.69,0.13,,23.61,,23.61,
2023-03-27,31.5,-7.5,22.54,37.15,0.46,,19.06,,19.06,
2023-03-27,31.5,-2.5,24.86,20.76,0.16,,23.18,,23.18,
2023-03-27,32.5,-7.5,24.35,46.29,0.41,,21.77,,21.77,
2023-03-27,32.5,-2.5,24.33,30.98,0.33,,19.32,,19.32,
2023-03-27,33.5,-7.5,23.8,73.82,0.55,,18.72,,18.72,
2023-03-27,33.5,-2.5,23.03,30.77,0.3,,17.2,,17.2,
2023-03-27,34.5,-7.5,23.35,93.03,1.0,,18.26,,18.26,
2023-03-27,34.5,-2.5,20.88,38.29,0.33,,18.8,,18.8,
2023-03-27,35.5,-7.5,22.36,84.78,1.0,,18.04,,18.04,
2023-03-27,35.5,-2.5,21.17,83.91,0.72,,17.66,,17.66,
2023-03-28,27.5,-7.5,26.41,18.07,0.28,,23.1,,23.1,
2023-03-28,27.5,-2.5,26.58,11.06,0.06,,24.07,,24.07,
2023-03-28,28.5,-7.5,26.65,8.7,0.16,,25.04,,25.04,
2023-03-28,28.5,-2.5,26.06,12.5,0.06,,24.92,,24.92,
2023-03-28,29.5,-7.5,25.62,19.52,0.31,,26.23,,26.23,
2023-03-28,29.5,-2.5,25.57,13.91,0.1,,24.24,,24.24,
2023-03-28,30.5,-7.5,24.29,27.52,0.35,,18.69,,18.69,
2023-03-28,30.5,-2.5,25.04,17.43,0.13,,23.08,,23.08,
2023-03-28,31.5,-7.5,23.71,35.52,0.45,,20.03,,20.03,
2023-03-28,31.5,-2.5,22.38,19.52,0.15,,22.87,,22.87,
2023-03-28,32.5,-7.5,24.54,40.1,0.41,,22.72,,22.72,
2023-03-28,32.5,-2.5,17.91,35.22,0.33,,18.84,,18.84,
2023-03-28,33.5,-7.5,21.68,67.33,0.55,,19.7,,19.7,
2023-03-28,33.5,-2.5,22.82,35.47,0.29,,18.71,,18.71,
2023-03-28,34.5,-7.5,20.01,91.41,1.0,,18.09,,18.09,
2023-03-28,34.5,-2.5,24.42,43.22,0.32,,18.94,,18.94,
2023-03-28,35.5,-7.5,22.63,85.85,1.0,,17.73,,17.73,
2023-03-28,35.5,-2.5,22.95,84.8,0.72,,16.92,,16.92,
2023-03-29,27.5,-7.5,22.14,16.51,0.27,,24.54,,24.54,
2023-03-29,27.5,-2.5,25.44,13.91,0.06,,25.34,,25.34,
2023-03-29,28.5,-7.5,22.14,10.52,0.15,,24.6,,24.6,
2023-03-29,28.5,-2.5,25.19,15.52,0.06,,24.83,,24.83,
2023-03-29,29.5,-7.5,25.09,19.27,0.3,,25.0,,25.0,
2023-03-29,29.5,-2.5,25.42,18.87,0.1,,23.48,,23.48,
2023-03-29,30.5,-7.5,26.17,18.69,0.33,,18.43,,18.43,
2023-03-29,30.5,-2.5,25.35,21.89,0.12,,22.39,,22.39,
2023-03-29,31.5,-7.5,25.1,31.29,0.45,,20.25,,20.25,
2023-03-29,31.5,-2.5,25.04,23.99,0.15,,21.64,,21.64,
2023-03-29,32.5,-7.5,24.94,33.76,0.4,,24.42,,24.42,
2023-03-29,32.5,-2.5,24.27,32.95,0.32,,18.14,,18.14,
2023-03-29,33.5,-7.5,23.41,60.53,0.54,,20.9,,20.9,
2023-03-29,33.5,-2.5,24.18,30.69,0.29,,19.68,,19.68,
2023-03-29,34.5,-7.5,23.55,90.17,1.0,,18.26,,18.26,
2023-03-29,34.5,-2.5,24.36,38.45,0.32,,20.22,,20.22,
2023-03-29,35.5,-7.5,23.47,90.15,1.0,,17.76,,17.76,
2023-03-29,35.5,-2.5,19.45,84.43,0.72,,16.72,,16.72,
2023-03-30,27.5,-7.5,26.19,19.24,0.26,,25.02,,25.02,
2023-03-30,27.5,-2.5,25.63,17.89,0.05,,24.4,,24.4,
2023-03-30,28.5,-7.5,25.94,14.46,0.15,,25.36,,25.36,
2023-03-30,28.5,-2.5,25.38,18.45,0.06,,24.16,,24.16,
2023-03-30,29.5,-7.5,25.06,19.96,0.29,,26.1,,26.1,
2023-03-30,29.5,-2.5,25.48,19.05,0.09,,23.42,,23.42,
2023-03-30,30.5,-7.5,25.5,23.61,0.32,,18.91,,18.91,
2023-03-30,30.5,-2.5,25.75,20.14,0.12,,22.86,,22.86,
2023-03-30,31.5,-7.5,25.27,31.68,0.45,,19.8,,19.8,
2023-03-30,31.5,-2.5,24.97,22.72,0.14,,22.49,,22.49,
2023-03-30,32.5,-7.5,25.14,38.41,0.4,,23.17,,23.17,
2023-03-30,32.5,-2.5,23.32,29.77,0.32,,19.12,,19.12,
2023-03-30,33.5,-7.5,23.62,66.37,0.54,,20.35,,20.35,
2023-03-30,33.5,-2.5,21.59,29.62,0.28,,18.92,,18.92,
2023-03-30,34.5,-7.5,22.64,90.0,1.0,,18.71,,18.71,
2023-03-30,34.5,-2.5,20.77,36.1,0.31,,19.5,,19.5,
2023-03-30,35.5,-7.5,22.98,88.82,1.0,,18.08,,18.08,
2023-03-30,35.5,-2.5,19.73,79.66,0.72,,18.01,,18.01,
2023-03-31,27.5,-7.5,26.47,20.38,0.25,,25.83,,25.83,
2023-03-31,27.5,-2.5,26.76,16.15,0.05,,24.64,,24.64,
2023-03-31,28.5,-7.5,26.4,16.59,0.14,,25.46,,25.46,
2023-03-31,28.5,-2.5,26.5,17.47,0.06,,24.85,,24.85,
2023-03-31,29.5,-7.5,26.11,20.53,0.28,,26.35,,26.35,
2023-03-31,29.5,-2.5,26.23,17.43,0.09,,24.65,,24.65,
2023-03-31,30.5,-7.5,26.75,25.91,0.3,,18.58,,18.58,
2023-03-31,30.5,-2.5,25.14,18.95,0.12,,24.21,,24.21,
2023-03-31,31.5,-7.5,26.24,35.15,0.44,,18.92,,18.92,
2023-03-31,31.5,-2.5,24.0,20.51,0.14,,22.76,,22.76,
2023-03-31,32.5,-7.5,25.72,40.5,0.4,,21.7,,21.7,
2023-03-31,32.5,-2.5,25.38,29.59,0.31,,17.91,,17.91,
2023-03-31,33.5,-7.5,24.53,68.91,0.54,,18.55,,18.55,
2023-03-31,33.5,-2.5,25.04,29.08,0.27,,17.08,,17.08,
2023-03-31,34.5,-7.5,23.52,88.41,1.0,,18.27,,18.27,
2023-03-31,34.5,-2.5,24.16,30.19,0.31,,19.06,,19.06,
2023-03-31,35.5,-7.5,23.14,87.62,1.0,,17.85,,17.85,
2023-03-31,35.5,-2.5,22.24,72.75,0.71,,19.04,,19.04,
2023-04-01,27.5,-7.5,26.88,18.84,0.24,,25.67,,25.67,
2023-04-01,27.5,-2.5,27.16,13.21,0.05,,25.09,,25.09,
2023-04-01,28.5,-7.5,26.64,15.87,0.14,,26.0,,26.0,
2023-04-01,28.5,-2.5,26.89,12.73,0.06,,25.69,,25.69,
2023-04-01,29.5,-7.5,26.37,17.55,0.27,,26.62,,26.62,
2023-04-01,29.5,-2.5,26.72,13.15,0.09,,25.36,,25.36,
2023-04-01,30.5,-7.5,27.15,21.72,0.29,,19.36,,19.36,
2023-04-01,30.5,-2.5,26.7,15.47,0.12,,24.1,,24.1,
2023-04-01,31.5,-7.5,26.59,35.4,0.43,,18.0,,18.0,
2023-04-01,31.5,-2.5,26.31,17.89,0.13,,23.16,,23.16,
2023-04-01,32.5,-7.5,25.2,56.25,0.4,,19.67,,19.67,
2023-04-01,32.5,-2.5,26.08,31.19,0.31,,17.94,,17.94,
2023-04-01,33.5,-7.5,22.55,77.17,0.54,,17.89,,17.89,
2023-04-01,33.5,-2.5,25.8,37.18,0.27,,16.72,,16.72,
2023-04-01,34.5,-7.5,23.14,80.69,1.0,,18.28,,18.28,
2023-04-01,34.5,-2.5,24.0,45.83,0.3,,17.97,,17.97,
2023-04-01,35.5,-7.5,21.95,79.9,1.0,,17.8,,17.8,
2023-04-01,35.5,-2.5,22.72,82.25,0.71,,18.39,,18.39,
2023-04-02,27.5,-7.5,26.81,21.16,0.23,,25.64,,25.64,
2023-04-02,27.5,-2.5,26.7,13.49,0.05,,25.6,,25.6,
2023-04-02,28.5,-7.5,26.68,17.86,0.13,,25.95,,25.95,
2023-04-02,28.5,-2.5,26.31,16.96,0.05,,25.25,,25.25,
2023-04-02,29.5,-7.5,26.54,21.52,0.25,,25.96,,25.96,
2023-04-02,29.5,-2.5,26.02,22.19,0.09,,24.06,,24.06,
2023-04-02,30.5,-7.5,27.28,26.48,0.28,,17.89,,17.89,
2023-04-02,30.5,-2.5,26.3,28.93,0.11,,23.42,,23.42,
2023-04-02,31.5,-7.5,26.5,49.56,0.42,,16.29,,16.29,
2023-04-02,31.5,-2.5,26.3,35.11,0.13,,21.96,,21.96,
2023-04-02,32.5,-7.5,25.65,61.11,0.4,,19.18,,19.18,
2023-04-02,32.5,-2.5,26.51,51.12,0.31,,16.42,,16.42,
2023-04-02,33.5,-7.5,24.16,82.53,0.54,,17.49,,17.49,
2023-04-02,33.5,-2.5,26.38,61.82,0.27,,14.32,,14.32,
2023-04-02,34.5,-7.5,21.91,87.15,1.0,,18.09,,18.09,
2023-04-02,34.5,-2.5,24.02,63.62,0.31,,15.39,,15.39,
2023-04-02,35.5,-7.5,23.29,85.3,1.0,,17.77,,17.77,
2023-04-02,35.5,-2.5,23.69,77.42,0.72,,17.27,,17.27,
2023-04-03,27.5,-7.5,27.01,34.07,0.23,,23.61,,23.61,
2023-04-03,27.5,-2.5,25.62,19.41,0.05,,24.89,,24.89,
2023-04-03,28.5,-7.5,26.96,28.9,0.13,,24.1,,24.1,
2023-04-03,28.5,-2.5,25.45,20.11,0.05,,23.84,,23.84,
2023-04-03,29.5,-7.5,26.75,21.67,0.24,,25.47,,25.47,
2023-04-03,29.5,-2.5,25.49,21.38,0.09,,21.87,,21.87,
2023-04-03,30.5,-7.5,27.03,29.93,0.26,,16.7,,16.7,
2023-04-03,30.5,-2.5,25.72,23.56,0.11,,20.52,,20.52,
2023-04-03,31.5,-7.5,26.19,42.43,0.41,,16.14,,16.14,
2023-04-03,31.5,-2.5,25.82,25.62,0.13,,19.69,,19.69,
2023-04-03,32.5,-7.5,26.09,59.4,0.39,,18.41,,18.41,
2023-04-03,32.5,-2.5,26.34,35.07,0.31,,15.28,,15.28,
2023-04-03,33.5,-7.5,25.58,76.72,0.53,,17.76,,17.76,
2023-04-03,33.5,-2.5,26.3,36.37,0.26,,14.16,,14.16,
2023-04-03,34.5,-7.5,24.87,89.53,1.0,,18.02,,18.02,
2023-04-03,34.5,-2.5,26.16,43.37,0.31,,15.34,,15.34,
2023-04-03,35.5,-7.5,24.74,86.84,1.0,,17.7,,17.7,
2023-04-03,35.5,-2.5,24.28,74.37,0.71,,16.9,,16.9,
2023-04-04,27.5,-7.5,27.13,47.9,0.22,,20.75,,20.75,
2023-04-04,27.5,-2.5,26.54,12.2,0.05,,25.76,,25.76,
2023-04-04,28.5,-7.5,26.98,39.25,0.12,,21.74,,21.74,
2023-04-04,28.5,-2.5,26.26,13.83,0.05,,25.07,,25.07,
2023-04-04,29.5,-7.5,26.66,25.81,0.23,,23.25,,23.25,
2023-04-04,29.5,-2.5,25.69,15.38,0.09,,23.03,,23.03,
2023-04-04,30.5,-7.5,24.87,34.4,0.26,,14.28,,14.28,
2023-04-04,30.5,-2.5,25.69,15.78,0.11,,22.04,,22.04,
2023-04-04,31.5,-7.5,19.73,65.45,0.43,,10.94,,10.94,
2023-04-04,31.5,-2.5,25.37,18.73,0.12,,21.28,,21.28,
2023-04-04,32.5,-7.5,17.71,75.56,0.44,,14.94,,14.94,
2023-04-04,32.5,-2.5,25.4,28.15,0.3,,16.83,,16.83,
2023-04-04,33.5,-7.5,11.22,82.83,0.58,,15.35,,15.35,
2023-04-04,33.5,-2.5,24.48,26.76,0.25,,15.1,,15.1,
2023-04-04,34.5,-7.5,9.98,80.25,1.0,,16.81,,16.81,
2023-04-04,34.5,-2.5,20.72,41.49,0.3,,14.48,,14.48,
2023-04-04,35.5,-7.5,13.86,77.89,1.0,,16.94,,16.94,
2023-04-04,35.5,-2.5,16.02,78.19,0.72,,16.72,,16.72,
2023-04-05,27.5,-7.5,25.75,57.76,0.22,,15.63,,15.63,
2023-04-05,27.5,-2.5,26.95,24.01,0.05,,22.58,,22.58,
2023-04-05,28.5,-7.5,25.2,55.57,0.13,,14.81,,14.81,
2023-04-05,28.5,-2.5,26.68,24.7,0.05,,21.79,,21.79,
2023-04-05,29.5,-7.5,24.63,43.49,0.24,,17.48,,17.48,
2023-04-05,29.5,-2.5,26.31,23.27,0.09,,21.11,,21.11,
2023-04-05,30.5,-7.5,19.83,58.41,0.3,,8.87,,8.87,
2023-04-05,30.5,-2.5,25.29,19.16,0.11,,21.96,,21.96,
2023-04-05,31.5,-7.5,16.4,65.98,0.53,,11.06,,11.06,
2023-04-05,31.5,-2.5,23.68,17.85,0.12,,20.9,,20.9,
2023-04-05,32.5,-7.5,22.29,64.19,0.46,,16.6,,16.6,
2023-04-05,32.5,-2.5,21.88,24.27,0.3,,16.95,,16.95,
2023-04-05,33.5,-7.5,22.35,60.0,0.58,,18.24,,18.24,
2023-04-05,33.5,-2.5,17.94,25.09,0.24,,15.47,,15.47,
2023-04-05,34.5,-7.5,22.09,71.79,1.0,,17.44,,17.44,
2023-04-05,34.5,-2.5,17.43,36.1,0.3,,15.61,,15.61,
2023-04-05,35.5,-7.5,23.35,69.42,1.0,,17.13,,17.13,
2023-04-05,35.5,-2.5,21.21,76.1,0.71,,16.51,,16.51,
2023-04-06,27.5,-7.5,26.3,48.35,0.23,,19.36,,19.36,
2023-04-06,27.5,-2.5,22.39,38.85,0.09,,18.79,,18.79,
2023-04-06,28.5,-7.5,26.15,41.23,0.14,,19.4,,19.4,
2023-04-06,28.5,-2.5,18.65,35.71,0.11,,18.28,,18.28,
2023-04-06,29.5,-7.5,24.67,31.37,0.26,,20.61,,20.61,
2023-04-06,29.5,-2.5,17.71,28.19,0.09,,18.46,,18.46,
2023-04-06,30.5,-7.5,24.43,39.21,0.3,,12.48,,12.48,
2023-04-06,30.5,-2.5,18.4,27.19,0.11,,18.99,,18.99,
2023-04-06,31.5,-7.5,23.34,52.99,0.47,,13.49,,13.49,
2023-04-06,31.5,-2.5,19.21,30.91,0.12,,18.12,,18.12,
2023-04-06,32.5,-7.5,22.44,57.73,0.41,,18.08,,18.08,
2023-04-06,32.5,-2.5,20.2,36.89,0.3,,14.44,,14.44,
2023-04-06,33.5,-7.5,20.33,69.55,0.54,,17.55,,17.55,
2023-04-06,33.5,-2.5,19.0,38.81,0.24,,14.0,,14.0,
2023-04-06,34.5,-7.5,20.47,77.53,1.0,,17.91,,17.91,
2023-04-06,34.5,-2.5,18.38,44.71,0.3,,15.59,,15.59,
2023-04-06,35.5,-7.5,20.24,74.35,1.0,,17.18,,17.18,
2023-04-06,35.5,-2.5,20.58,78.29,0.71,,16.42,,16.42,
2023-04-07,27.5,-7.5,24.51,27.94,0.22,,21.24,,21.24,
2023-04-07,27.5,-2.5,24.36,27.46,0.12,,19.93,,19.93,
2023-04-07,28.5,-7.5,23.75,26.32,0.14,,21.77,,21.77,
2023-04-07,28.5,-2.5,24.05,25.82,0.15,,19.82,,19.82,
2023-04-07,29.5,-7.5,21.43,26.53,0.24,,22.39,,22.39,
2023-04-07,29.5,-2.5,21.54,26.73,0.1,,18.64,,18.64,
2023-04-07,30.5,-7.5,22.66,36.28,0.29,,14.07,,14.07,
2023-04-07,30.5,-2.5,21.66,25.93,0.11,,17.98,,17.98,
2023-04-07,31.5,-7.5,22.81,47.53,0.46,,15.37,,15.37,
2023-04-07,31.5,-2.5,21.95,20.7,0.12,,17.28,,17.28,
2023-04-07,32.5,-7.5,24.07,46.39,0.4,,20.5,,20.5,
2023-04-07,32.5,-2.5,26.7,32.96,0.3,,13.61,,13.61,
2023-04-07,33.5,-7.5,19.34,71.08,0.54,,18.5,,18.5,
2023-04-07,33.5,-2.5,26.49,45.0,0.24,,13.47,,13.47,
2023-04-07,34.5,-7.5,20.96,79.93,1.0,,17.86,,17.86,
2023-04-07,34.5,-2.5,25.95,55.64,0.3,,14.98,,14.98,
2023-04-07,35.5,-7.5,23.12,82.43,1.0,,17.21,,17.21,
2023-04-07,35.5,-2.5,23.28,80.05,0.7,,16.22,,16.22,
2023-04-08,27.5,-7.5,17.21,23.44,0.21,,21.85,,21.85,
2023-04-08,27.5,-2.5,26.16,34.38,0.11,,19.04,,19.04,
2023-04-08,28.5,-7.5,18.33,21.29,0.13,,21.69,,21.69,
2023-04-08,28.5,-2.5,25.95,35.05,0.12,,18.5,,18.5,
2023-04-08,29.5,-7.5,19.11,24.17,0.23,,20.96,,20.96,
2023-04-08,29.5,-2.5,24.63,35.08,0.1,,17.51,,17.51,
2023-04-08,30.5,-7.5,17.92,35.08,0.28,,12.75,,12.75,
2023-04-08,30.5,-2.5,25.75,32.45,0.11,,17.05,,17.05,
2023-04-08,31.5,-7.5,15.9,50.77,0.46,,14.71,,14.71,
2023-04-08,31.5,-2.5,25.54,27.79,0.12,,16.6,,16.6,
2023-04-08,32.5,-7.5,17.81,53.97,0.41,,19.86,,19.86,
2023-04-08,32.5,-2.5,27.33,28.91,0.3,,13.92,,13.92,
2023-04-08,33.5,-7.5,17.2,63.67,0.54,,20.18,,20.18,
2023-04-08,33.5,-2.5,27.16,23.79,0.23,,15.83,,15.83,
2023-04-08,34.5,-7.5,21.77,92.98,1.0,,18.22,,18.22,
2023-04-08,34.5,-2.5,26.87,28.39,0.29,,18.23,,18.23,
2023-04-08,35.5,-7.5,21.55,87.43,1.0,,17.82,,17.82,
2023-04-08,35.5,-2.5,25.62,75.22,0.69,,16.5,,16.5,
2023-04-09,27.5,-7.5,23.13,19.65,0.2,,22.12,,22.12,
2023-04-09,27.5,-2.5,27.63,18.07,0.1,,20.06,,20.06,
2023-04-09,28.5,-7.5,20.82,18.25,0.13,,21.26,,21.26,
2023-04-09,28.5,-2.5,27.94,17.86,0.11,,19.71,,19.71,
2023-04-09,29.5,-7.5,20.81,20.42,0.22,,21.94,,21.94,
2023-04-09,29.5,-2.5,27.17,18.12,0.1,,19.35,,19.35,
2023-04-09,30.5,-7.5,21.5,32.45,0.27,,13.07,,13.07,
2023-04-09,30.5,-2.5,27.3,19.52,0.11,,19.01,,19.01,
2023-04-09,31.5,-7.5,22.13,43.02,0.46,,15.32,,15.32,
