Date,LAT,LON,NDWI,nb_images
2020-06-01,31.5,-7.5,-0.0295,4
2020-07-01,31.5,-7.5,-0.0538,4
2020-08-01,31.5,-7.5,-0.0655,6
2020-09-01,31.5,-7.5,-0.0665,5
2020-10-01,31.5,-7.5,-0.0478,5
2020-11-01,31.5,-7.5,-0.0376,5
2020-12-01,31.5,-7.5,0.0072,6
2021-01-01,31.5,-7.5,0.0716,4
2021-02-01,31.5,-7.5,0.1614,4
2021-03-01,31.5,-7.5,0.2581,3
2021-04-01,31.5,-7.5,0.1623,3
2021-05-01,31.5,-7.5,0.0076,3
2021-06-01,31.5,-7.5,-0.0662,4
2021-07-01,31.5,-7.5,-0.0695,2
2021-08-01,31.5,-7.5,-0.072,5
2021-09-01,31.5,-7.5,-0.0722,4
2021-10-01,31.5,-7.5,-0.0578,6
2021-11-01,31.5,-7.5,-0.0434,4
2021-12-01,31.5,-7.5,-0.0229,5
2022-01-01,31.5,-7.5,-0.0447,4
2022-02-01,31.5,-7.5,-0.0589,2
2022-03-01,31.5,-7.5,-0.0088,3
2022-04-01,31.5,-7.5,0.0089,5
2022-05-01,31.5,-7.5,0.0036,6
2022-06-01,31.5,-7.5,-0.0569,4
2022-07-01,31.5,-7.5,-0.0755,3
2022-08-01,31.5,-7.5,-0.0923,2
2022-09-01,31.5,-7.5,-0.084,6
2022-10-01,31.5,-7.5,-0.0211,3
2022-11-01,31.5,-7.5,0.0095,5
2022-12-01,31.5,-7.5,0.0614,4
2023-01-01,31.5,-7.5,0.0484,4
2023-02-01,31.5,-7.5,0.0508,2
2023-03-01,31.5,-7.5,0.0585,3
2023-04-01,31.5,-7.5,0.0186,5
2023-05-01,31.5,-7.5,-0.0547,2
2023-06-01,31.5,-7.5,-0.0904,6
2023-07-01,31.5,-7.5,-0.0967,5
2023-08-01,31.5,-7.5,-0.0932,4
2023-09-01,31.5,-7.5,-0.105,5
2023-10-01,31.5,-7.5,-0.0855,3
2023-11-01,31.5,-7.5,-0.0597,6
2023-12-01,31.5,-7.5,-0.0179,5
2024-01-01,31.5,-7.5,-0.0386,3
2024-02-01,31.5,-7.5,-0.0224,3
2024-03-01,31.5,-7.5,0.0901,4
2024-04-01,31.5,-7.5,0.1059,5
2024-05-01,31.5,-7.5,-0.0033,5
2024-06-01,31.5,-7.5,-0.0648,6
2024-07-01,31.5,-7.5,-0.0761,5
2024-08-01,31.5,-7.5,-0.0851,5
2024-09-01,31.5,-7.5,-0.093,4
2024-10-01,31.5,-7.5,-0.0866,3
2024-11-01,31.5,-7.5,-0.0544,3
2024-12-01,31.5,-7.5,-0.0365,4
2025-01-01,31.5,-7.5,-0.0511,5
2025-02-01,31.5,-7.5,-0.0478,4
2025-03-01,31.5,-7.5,0.0576,5
2025-04-01,31.5,-7.5,0.1072,3
2025-05-01,31.5,-7.5,-0.0022,5
2025-06-01,31.5,-7.5,-0.0659,2
2025-07-01,31.5,-7.5,-0.0883,7
2025-08-01,31.5,-7.5,-0.0929,6
2025-09-01,31.5,-7.5,-0.0929,5
2025-10-01,31.5,-7.5,-0.0935,5
2025-11-01,31.5,-7.5,-0.0642,8
2025-12-01,31.5,-7.5,0.0098,5
2020-01-01,31.5,-2.5,-0.225,7
2020-02-01,31.5,-2.5,-0.213,3
2020-03-01,31.5,-2.5,-0.2154,7
2020-04-01,31.5,-2.5,-0.2147,4
2020-05-01,31.5,-2.5,-0.1888,5
2020-06-01,31.5,-2.5,-0.1985,4
2020-07-01,31.5,-2.5,-0.213,6
2020-08-01,31.5,-2.5,-0.2057,5
2020-09-01,31.5,-2.5,-0.22,4
2020-10-01,31.5,-2.5,-0.2221,5
2020-11-01,31.5,-2.5,-0.2413,4
2020-12-01,31.5,-2.5,-0.2354,5
2021-01-01,31.5,-2.5,-0.2246,4
2021-02-01,31.5,-2.5,-0.2176,4
2021-03-01,31.5,-2.5,-0.2004,4
2021-04-01,31.5,-2.5,-0.2124,4
2021-05-01,31.5,-2.5,-0.2033,2
2021-06-01,31.5,-2.5,-0.195,3
2021-07-01,31.5,-2.5,-0.191,6
2021-08-01,31.5,-2.5,-0.1914,6
2021-09-01,31.5,-2.5,-0.2087,5
2021-10-01,31.5,-2.5,-0.2175,3
2021-11-01,31.5,-2.5,-0.2308,5
2021-12-01,31.5,-2.5,-0.2278,5
2022-01-01,31.5,-2.5,-0.2224,5
2022-02-01,31.5,-2.5,-0.2267,3
2022-03-01,31.5,-2.5,-0.2107,5
2022-04-01,31.5,-2.5,-0.1948,6
2022-05-01,31.5,-2.5,-0.2095,4
2022-06-01,31.5,-2.5,-0.208,5
2022-07-01,31.5,-2.5,-0.2065,6
2022-08-01,31.5,-2.5,-0.2009,6
2022-09-01,31.5,-2.5,-0.2181,3
2022-10-01,31.5,-2.5,-0.2227,5
2022-11-01,31.5,-2.5,-0.2185,5
2022-12-01,31.5,-2.5,-0.2248,2
2023-01-01,31.5,-2.5,-0.2228,5
2023-02-01,31.5,-2.5,-0.2146,3
2023-03-01,31.5,-2.5,-0.2111,7
2023-04-01,31.5,-2.5,-0.1764,5
2023-05-01,31.5,-2.5,-0.2033,5
2023-06-01,31.5,-2.5,-0.2003,4
2023-07-01,31.5,-2.5,-0.1946,5
2023-08-01,31.5,-2.5,-0.191,5
2023-09-01,31.5,-2.5,-0.2168,2
2023-10-01,31.5,-2.5,-0.2214,4
2023-11-01,31.5,-2.5,-0.2215,3
2023-12-01,31.5,-2.5,-0.2066,6
2024-01-01,31.5,-2.5,-0.2015,4
2024-02-01,31.5,-2.5,-0.2012,3
2024-03-01,31.5,-2.5,-0.1914,5
2024-04-01,31.5,-2.5,-0.1748,3
2024-05-01,31.5,-2.5,-0.1795,6
2024-06-01,31.5,-2.5,-0.1885,4
2024-07-01,31.5,-2.5,-0.1839,6
2024-08-01,31.5,-2.5,-0.2043,5
2024-09-01,31.5,-2.5,-0.2267,2
2024-10-01,31.5,-2.5,-0.2003,5
2024-11-01,31.5,-2.5,-0.1723,4
2024-12-01,31.5,-2.5,-0.175,4
2025-01-01,31.5,-2.5,-0.1688,5
2025-02-01,31.5,-2.5,-0.1871,5
2025-03-01,31.5,-2.5,-0.1845,4
2025-04-01,31.5,-2.5,-0.1928,6
2025-05-01,31.5,-2.5,-0.1994,5
2025-06-01,31.5,-2.5,-0.2029,8
2025-07-01,31.5,-2.5,-0.1915,7
2025-08-01,31.5,-2.5,-0.1965,6
2025-09-01,31.5,-2.5,-0.1887,5
2025-10-01,31.5,-2.5,-0.2205,6
2025-11-01,31.5,-2.5,-0.2216,6
2025-12-01,31.5,-2.5,-0.2259,4
2020-01-01,32.5,-7.5,-0.1352,11
2020-02-01,32.5,-7.5,-0.1568,9
2020-03-01,32.5,-7.5,-0.1645,6
2020-04-01,32.5,-7.5,-0.1838,4
2020-05-01,32.5,-7.5,-0.1791,12
2020-06-01,32.5,-7.5,-0.1844,10
2020-07-01,32.5,-7.5,-0.1881,12
2020-08-01,32.5,-7.5,-0.1915,12
2020-09-01,32.5,-7.5,-0.1897,8
2020-10-01,32.5,-7.5,-0.1772,8
2020-11-01,32.5,-7.5,-0.1825,7
2020-12-01,32.5,-7.5,-0.1719,10
2021-01-01,32.5,-7.5,-0.1623,9
2021-02-01,32.5,-7.5,-0.1379,4
2021-03-01,32.5,-7.5,-0.1114,7
2021-04-01,32.5,-7.5,-0.124,3
2021-05-01,32.5,-7.5,-0.1668,9
2021-06-01,32.5,-7.5,-0.1773,8
2021-07-01,32.5,-7.5,-0.167,15
2021-08-01,32.5,-7.5,-0.1819,11
2021-09-01,32.5,-7.5,-0.1865,7
2021-10-01,32.5,-7.5,-0.1793,12
2021-11-01,32.5,-7.5,-0.1766,10
2021-12-01,32.5,-7.5,-0.1658,6
2022-01-01,32.5,-7.5,-0.1025,10
2022-02-01,32.5,-7.5,-0.1158,4
2022-03-01,32.5,-7.5,-0.1097,1
2022-04-01,32.5,-7.5,-0.1156,4
2022-05-01,32.5,-7.5,-0.1554,11
2022-06-01,32.5,-7.5,-0.1705,10
2022-07-01,32.5,-7.5,-0.1724,12
2022-08-01,32.5,-7.5,-0.183,9
2022-09-01,32.5,-7.5,-0.1878,8
2022-10-01,32.5,-7.5,-0.1605,7
2022-11-01,32.5,-7.5,-0.1645,9
2022-12-01,32.5,-7.5,-0.1288,4
2023-01-01,32.5,-7.5,-0.1175,7
2023-02-01,32.5,-7.5,-0.1206,1
2023-03-01,32.5,-7.5,-0.136,7
2023-04-01,32.5,-7.5,-0.1489,8
2023-05-01,32.5,-7.5,-0.1638,8
2023-06-01,32.5,-7.5,-0.1798,9
2023-07-01,32.5,-7.5,-0.1765,12
2023-08-01,32.5,-7.5,-0.1716,12
2023-09-01,32.5,-7.5,-0.1778,9
2023-10-01,32.5,-7.5,-0.1656,4
2023-11-01,32.5,-7.5,-0.1663,8
2023-12-01,32.5,-7.5,-0.1495,8
2024-01-01,32.5,-7.5,-0.1528,8
2024-02-01,32.5,-7.5,-0.153,5
2024-03-01,32.5,-7.5,-0.1496,6
2024-04-01,32.5,-7.5,-0.1402,9
2024-05-01,32.5,-7.5,-0.1518,5
2024-06-01,32.5,-7.5,-0.1677,9
2024-07-01,32.5,-7.5,-0.162,9
2024-08-01,32.5,-7.5,-0.1658,12
2024-09-01,32.5,-7.5,-0.174,11
2024-10-01,32.5,-7.5,-0.1788,4
2024-11-01,32.5,-7.5,-0.1639,8
2024-12-01,32.5,-7.5,-0.1496,7
2025-01-01,32.5,-7.5,-0.1406,7
2025-02-01,32.5,-7.5,-0.1439,6
2025-03-01,32.5,-7.5,-0.1286,7
2025-04-01,32.5,-7.5,-0.1056,3
2025-05-01,32.5,-7.5,-0.1379,9
2025-06-01,32.5,-7.5,-0.1601,8
2025-07-01,32.5,-7.5,-0.1579,13
2025-08-01,32.5,-7.5,-0.1713,12
2025-09-01,32.5,-7.5,-0.1736,9
2025-10-01,32.5,-7.5,-0.1799,9
2025-11-01,32.5,-7.5,-0.1599,12
2025-12-01,32.5,-7.5,-0.1397,6
2020-01-01,32.5,-2.5,-0.1006,12
2020-02-01,32.5,-2.5,-0.1037,4
2020-03-01,32.5,-2.5,-0.1102,9
2020-04-01,32.5,-2.5,-0.1101,8
2020-05-01,32.5,-2.5,-0.1179,7
2020-06-01,32.5,-2.5,-0.111,11
2020-07-01,32.5,-2.5,-0.1193,11
2020-08-01,32.5,-2.5,-0.1254,8
2020-09-01,32.5,-2.5,-0.1269,5
2020-10-01,32.5,-2.5,-0.1122,7
2020-11-01,32.5,-2.5,-0.1206,7
2020-12-01,32.5,-2.5,-0.1077,10
2021-01-01,32.5,-2.5,-0.1044,9
2021-02-01,32.5,-2.5,-0.0941,7
2021-03-01,32.5,-2.5,-0.103,6
2021-04-01,32.5,-2.5,-0.1047,7
2021-05-01,32.5,-2.5,-0.1089,3
2021-06-01,32.5,-2.5,-0.106,8
2021-07-01,32.5,-2.5,-0.1081,12
2021-08-01,32.5,-2.5,-0.1095,10
2021-09-01,32.5,-2.5,-0.1145,10
2021-10-01,32.5,-2.5,-0.1166,6
2021-11-01,32.5,-2.5,-0.112,10
2021-12-01,32.5,-2.5,-0.1166,12
2022-01-01,32.5,-2.5,-0.1081,10
2022-02-01,32.5,-2.5,-0.1109,6
2022-03-01,32.5,-2.5,-0.105,6
2022-04-01,32.5,-2.5,-0.0962,6
2022-05-01,32.5,-2.5,-0.1077,10
2022-06-01,32.5,-2.5,-0.1172,10
2022-07-01,32.5,-2.5,-0.1129,12
2022-08-01,32.5,-2.5,-0.1174,9
2022-09-01,32.5,-2.5,-0.1247,9
2022-10-01,32.5,-2.5,-0.1149,10
2022-11-01,32.5,-2.5,-0.1161,9
2022-12-01,32.5,-2.5,-0.1139,6
2023-01-01,32.5,-2.5,-0.1166,11
2023-02-01,32.5,-2.5,-0.1103,6
2023-03-01,32.5,-2.5,-0.1053,10
2023-04-01,32.5,-2.5,-0.0997,8
2023-05-01,32.5,-2.5,-0.1089,7
2023-06-01,32.5,-2.5,-0.1185,9
2023-07-01,32.5,-2.5,-0.1185,10
2023-08-01,32.5,-2.5,-0.1236,10
2023-09-01,32.5,-2.5,-0.1308,4
2023-10-01,32.5,-2.5,-0.125,6
2023-11-01,32.5,-2.5,-0.1165,6
2023-12-01,32.5,-2.5,-0.1094,12
2024-01-01,32.5,-2.5,-0.0986,8
2024-02-01,32.5,-2.5,-0.1075,6
2024-03-01,32.5,-2.5,-0.1122,6
2024-04-01,32.5,-2.5,-0.1113,5
2024-05-01,32.5,-2.5,-0.1181,12
2024-06-01,32.5,-2.5,-0.1165,7
2024-07-01,32.5,-2.5,-0.1231,10
2024-08-01,32.5,-2.5,-0.1374,9
2024-09-01,32.5,-2.5,-0.1458,4
2024-10-01,32.5,-2.5,-0.1327,9
2024-11-01,32.5,-2.5,-0.1241,7
2024-12-01,32.5,-2.5,-0.1117,8
2025-01-01,32.5,-2.5,-0.1129,8
2025-02-01,32.5,-2.5,-0.115,8
2025-03-01,32.5,-2.5,-0.1031,11
2025-04-01,32.5,-2.5,-0.1114,11
2025-05-01,32.5,-2.5,-0.1183,9
2025-06-01,32.5,-2.5,-0.1248,14
2025-07-01,32.5,-2.5,-0.1244,12
2025-08-01,32.5,-2.5,-0.126,14
2025-09-01,32.5,-2.5,-0.137,12
2025-10-01,32.5,-2.5,-0.1352,15
2025-11-01,32.5,-2.5,-0.1246,6
2025-12-01,32.5,-2.5,-0.1248,4
2020-01-01,33.5,-7.5,0.0129,6
2020-02-01,33.5,-7.5,0.0185,3
2020-03-01,33.5,-7.5,-0.0329,1
2020-04-01,33.5,-7.5,,0
2020-05-01,33.5,-7.5,-0.1259,5
2020-06-01,33.5,-7.5,-0.1484,5
2020-07-01,33.5,-7.5,-0.1665,5
2020-08-01,33.5,-7.5,-0.1807,4
2020-09-01,33.5,-7.5,-0.1744,4
2020-10-01,33.5,-7.5,-0.2022,3
2020-11-01,33.5,-7.5,-0.1807,4
2020-12-01,33.5,-7.5,-0.0851,3
2021-01-01,33.5,-7.5,0.074,3
2021-02-01,33.5,-7.5,0.1058,1
2021-03-01,33.5,-7.5,0.1206,3
2021-04-01,33.5,-7.5,0.0451,2
2021-05-01,33.5,-7.5,-0.0827,4
2021-06-01,33.5,-7.5,-0.1291,4
2021-07-01,33.5,-7.5,-0.1219,4
2021-08-01,33.5,-7.5,-0.126,4
2021-09-01,33.5,-7.5,-0.1487,3
2021-10-01,33.5,-7.5,-0.1583,4
2021-11-01,33.5,-7.5,-0.1609,6
2021-12-01,33.5,-7.5,-0.1701,3
2022-01-01,33.5,-7.5,-0.023,5
2022-02-01,33.5,-7.5,-0.0674,2
2022-03-01,33.5,-7.5,-0.0808,1
2022-04-01,33.5,-7.5,0.0077,2
2022-05-01,33.5,-7.5,-0.0845,4
2022-06-01,33.5,-7.5,-0.122,4
2022-07-01,33.5,-7.5,-0.1363,5
2022-08-01,33.5,-7.5,-0.134,3
2022-09-01,33.5,-7.5,-0.1531,4
2022-10-01,33.5,-7.5,-0.1363,2
2022-11-01,33.5,-7.5,-0.1619,4
2022-12-01,33.5,-7.5,-0.1141,1
2023-01-01,33.5,-7.5,-0.0155,3
2023-02-01,33.5,-7.5,,0
2023-03-01,33.5,-7.5,0.0689,3
2023-04-01,33.5,-7.5,-0.0189,4
2023-05-01,33.5,-7.5,-0.1055,3
2023-06-01,33.5,-7.5,-0.1508,3
2023-07-01,33.5,-7.5,-0.1573,4
2023-08-01,33.5,-7.5,-0.1418,6
2023-09-01,33.5,-7.5,-0.1709,5
2023-10-01,33.5,-7.5,-0.1614,3
2023-11-01,33.5,-7.5,-0.1539,4
2023-12-01,33.5,-7.5,-0.1163,3
2024-01-01,33.5,-7.5,-0.122,3
2024-02-01,33.5,-7.5,-0.1059,1
2024-03-01,33.5,-7.5,-0.0846,1
2024-04-01,33.5,-7.5,-0.0229,4
2024-05-01,33.5,-7.5,-0.1119,1
2024-06-01,33.5,-7.5,-0.1245,2
2024-07-01,33.5,-7.5,-0.1364,5
2024-08-01,33.5,-7.5,-0.1386,4
2024-09-01,33.5,-7.5,-0.1613,4
2024-10-01,33.5,-7.5,-0.159,2
2024-11-01,33.5,-7.5,-0.161,3
2024-12-01,33.5,-7.5,-0.1485,4
2025-01-01,33.5,-7.5,-0.1347,2
2025-02-01,33.5,-7.5,-0.1354,3
2025-03-01,33.5,-7.5,0.0106,3
2025-04-01,33.5,-7.5,-0.0055,2
2025-05-01,33.5,-7.5,-0.0762,5
2025-06-01,33.5,-7.5,-0.1205,2
2025-07-01,33.5,-7.5,-0.1223,6
2025-08-01,33.5,-7.5,-0.1282,4
2025-09-01,33.5,-7.5,-0.1387,2
2025-10-01,33.5,-7.5,-0.1581,5
2025-11-01,33.5,-7.5,-0.1443,4
2025-12-01,33.5,-7.5,-0.1013,4
2020-01-01,33.5,-2.5,-0.1074,4
2020-02-01,33.5,-2.5,-0.11,3
2020-03-01,33.5,-2.5,-0.1114,5
2020-04-01,33.5,-2.5,-0.1047,3
2020-05-01,33.5,-2.5,-0.1065,2
2020-06-01,33.5,-2.5,-0.1027,6
2020-07-01,33.5,-2.5,-0.1173,6
2020-08-01,33.5,-2.5,-0.1228,5
2020-09-01,33.5,-2.5,-0.1158,4
2020-10-01,33.5,-2.5,-0.1079,3
2020-11-01,33.5,-2.5,-0.1093,4
2020-12-01,33.5,-2.5,-0.103,4
2021-01-01,33.5,-2.5,-0.0948,3
2021-02-01,33.5,-2.5,-0.0951,4
2021-03-01,33.5,-2.5,-0.1095,3
2021-04-01,33.5,-2.5,-0.1039,2
2021-05-01,33.5,-2.5,-0.1101,2
2021-06-01,33.5,-2.5,-0.1123,4
2021-07-01,33.5,-2.5,-0.114,6
2021-08-01,33.5,-2.5,-0.1078,4
2021-09-01,33.5,-2.5,-0.1286,5
2021-10-01,33.5,-2.5,-0.1257,3
2021-11-01,33.5,-2.5,-0.1224,3
2021-12-01,33.5,-2.5,-0.1124,4
2022-01-01,33.5,-2.5,-0.103,5
2022-02-01,33.5,-2.5,-0.1095,3
2022-03-01,33.5,-2.5,-0.115,1
2022-04-01,33.5,-2.5,-0.1076,2
2022-05-01,33.5,-2.5,-0.1185,5
2022-06-01,33.5,-2.5,-0.1228,5
2022-07-01,33.5,-2.5,-0.1213,6
2022-08-01,33.5,-2.5,-0.1284,4
2022-09-01,33.5,-2.5,-0.1268,4
2022-10-01,33.5,-2.5,-0.1149,4
2022-11-01,33.5,-2.5,-0.107,3
2022-12-01,33.5,-2.5,-0.1141,3
2023-01-01,33.5,-2.5,-0.11,5
2023-02-01,33.5,-2.5,-0.1134,3
2023-03-01,33.5,-2.5,-0.1104,4
2023-04-01,33.5,-2.5,-0.1132,4
2023-05-01,33.5,-2.5,-0.1215,4
2023-06-01,33.5,-2.5,-0.1156,5
2023-07-01,33.5,-2.5,-0.1125,6
2023-08-01,33.5,-2.5,-0.1247,6
2023-09-01,33.5,-2.5,-0.1162,2
2023-10-01,33.5,-2.5,-0.1181,2
2023-11-01,33.5,-2.5,-0.1146,3
2023-12-01,33.5,-2.5,-0.1093,6
2024-01-01,33.5,-2.5,-0.1123,4
2024-02-01,33.5,-2.5,-0.1073,2
2024-03-01,33.5,-2.5,-0.1204,2
2024-04-01,33.5,-2.5,-0.1064,4
2024-05-01,33.5,-2.5,-0.1166,5
2024-06-01,33.5,-2.5,-0.1196,4
2024-07-01,33.5,-2.5,-0.1154,5
2024-08-01,33.5,-2.5,-0.1292,5
2024-09-01,33.5,-2.5,-0.1304,2
2024-10-01,33.5,-2.5,-0.1183,4
2024-11-01,33.5,-2.5,-0.1115,4
2024-12-01,33.5,-2.5,-0.0992,4
2025-01-01,33.5,-2.5,-0.1072,5
2025-02-01,33.5,-2.5,-0.1135,3
2025-03-01,33.5,-2.5,-0.0942,6
2025-04-01,33.5,-2.5,-0.0961,4
2025-05-01,33.5,-2.5,-0.0989,5
2025-06-01,33.5,-2.5,-0.111,6
2025-07-01,33.5,-2.5,-0.118,7
2025-08-01,33.5,-2.5,-0.1203,7
2025-09-01,33.5,-2.5,-0.1285,6
2025-10-01,33.5,-2.5,-0.125,7
2025-11-01,33.5,-2.5,-0.1108,5
2025-12-01,33.5,-2.5,-0.1181,3
2020-01-01,34.5,-7.5,0.0437,3
2020-02-01,34.5,-7.5,0.0178,3
2020-03-01,34.5,-7.5,-0.7185,1
2020-04-01,34.5,-7.5,-0.0007,1
2020-05-01,34.5,-7.5,-0.0276,4
2020-06-01,34.5,-7.5,-0.0127,5
2020-07-01,34.5,-7.5,0.0175,4
2020-08-01,34.5,-7.5,-0.0488,4
2020-09-01,34.5,-7.5,-0.0013,4
2020-10-01,34.5,-7.5,-0.238,5
2020-11-01,34.5,-7.5,-0.3558,4
2020-12-01,34.5,-7.5,0.0497,3
2021-01-01,34.5,-7.5,-0.1821,2
2021-02-01,34.5,-7.5,-0.4143,1
2021-03-01,34.5,-7.5,0.1701,3
2021-04-01,34.5,-7.5,-0.0194,2
2021-05-01,34.5,-7.5,0.0058,2
2021-06-01,34.5,-7.5,-0.0039,3
2021-07-01,34.5,-7.5,0.0419,4
2021-08-01,34.5,-7.5,-0.0629,4
2021-09-01,34.5,-7.5,-0.1023,4
2021-10-01,34.5,-7.5,-0.2556,4
2021-11-01,34.5,-7.5,-0.2643,5
2021-12-01,34.5,-7.5,-0.0158,3
2022-01-01,34.5,-7.5,-0.0978,3
2022-02-01,34.5,-7.5,-0.2613,2
2022-03-01,34.5,-7.5,,0
2022-04-01,34.5,-7.5,0.0393,3
2022-05-01,34.5,-7.5,0.0723,4
2022-06-01,34.5,-7.5,0.0176,5
2022-07-01,34.5,-7.5,0.0116,5
2022-08-01,34.5,-7.5,-0.0346,4
2022-09-01,34.5,-7.5,0.0205,4
2022-10-01,34.5,-7.5,-0.1002,1
2022-11-01,34.5,-7.5,-0.5037,2
2022-12-01,34.5,-7.5,-0.1082,2
2023-01-01,34.5,-7.5,-0.8267,3
2023-02-01,34.5,-7.5,-0.0891,1
2023-03-01,34.5,-7.5,0.1057,2
2023-04-01,34.5,-7.5,0.055,3
2023-05-01,34.5,-7.5,0.0443,2
2023-06-01,34.5,-7.5,0.0248,4
2023-07-01,34.5,-7.5,0.0066,4
2023-08-01,34.5,-7.5,0.0268,5
2023-09-01,34.5,-7.5,0.0287,3
2023-10-01,34.5,-7.5,0.0958,1
2023-11-01,34.5,-7.5,0.1328,4
2023-12-01,34.5,-7.5,0.1438,2
2024-01-01,34.5,-7.5,0.0623,3
2024-02-01,34.5,-7.5,-0.0328,1
2024-03-01,34.5,-7.5,-0.0074,2
2024-04-01,34.5,-7.5,0.0265,4
2024-05-01,34.5,-7.5,0.0114,1
2024-06-01,34.5,-7.5,-0.0006,3
2024-07-01,34.5,-7.5,0.032,4
2024-08-01,34.5,-7.5,0.0476,3
2024-09-01,34.5,-7.5,-0.3076,1
2024-10-01,34.5,-7.5,0.058,3
2024-11-01,34.5,-7.5,-0.2188,1
2024-12-01,34.5,-7.5,0.086,4
2025-01-01,34.5,-7.5,-0.0201,2
2025-02-01,34.5,-7.5,0.0138,2
2025-03-01,34.5,-7.5,0.1037,2
2025-04-01,34.5,-7.5,0.013,2
2025-05-01,34.5,-7.5,0.0141,7
2025-06-01,34.5,-7.5,0.0266,4
2025-07-01,34.5,-7.5,0.0128,6
2025-08-01,34.5,-7.5,0.0216,4
2025-09-01,34.5,-7.5,0.0427,2
2025-10-01,34.5,-7.5,-0.2379,6
2025-11-01,34.5,-7.5,0.0276,5
2025-12-01,34.5,-7.5,0.0312,1
2020-01-01,34.5,-2.5,-0.0759,4
2020-02-01,34.5,-2.5,-0.0712,3
2020-03-01,34.5,-2.5,-0.0887,4
2020-04-01,34.5,-2.5,-0.0814,1
2020-05-01,34.5,-2.5,-0.1542,1
2020-06-01,34.5,-2.5,-0.152,6
2020-07-01,34.5,-2.5,-0.161,5
2020-08-01,34.5,-2.5,-0.1648,4
2020-09-01,34.5,-2.5,-0.1663,4
2020-10-01,34.5,-2.5,-0.1654,4
2020-11-01,34.5,-2.5,-0.1609,3
2020-12-01,34.5,-2.5,-0.15,3
2021-01-01,34.5,-2.5,-0.1434,2
2021-02-01,34.5,-2.5,-0.1332,4
2021-03-01,34.5,-2.5,-0.1324,3
2021-04-01,34.5,-2.5,-0.139,3
2021-05-01,34.5,-2.5,,1
2021-06-01,34.5,-2.5,-0.1538,3
2021-07-01,34.5,-2.5,-0.1573,4
2021-08-01,34.5,-2.5,-0.1625,4
2021-09-01,34.5,-2.5,-0.1694,4
2021-10-01,34.5,-2.5,-0.1674,3
2021-11-01,34.5,-2.5,-0.1591,3
2021-12-01,34.5,-2.5,-0.1434,4
2022-01-01,34.5,-2.5,-0.1404,4
2022-02-01,34.5,-2.5,-0.149,2
2022-03-01,34.5,-2.5,-0.1221,1
2022-04-01,34.5,-2.5,-0.1099,2
2022-05-01,34.5,-2.5,-0.1145,3
2022-06-01,34.5,-2.5,-0.139,4
2022-07-01,34.5,-2.5,-0.1417,6
2022-08-01,34.5,-2.5,-0.1475,5
2022-09-01,34.5,-2.5,-0.1481,4
2022-10-01,34.5,-2.5,-0.1405,4
2022-11-01,34.5,-2.5,-0.1254,4
2022-12-01,34.5,-2.5,-0.1197,1
2023-01-01,34.5,-2.5,-0.1242,5
2023-02-01,34.5,-2.5,-0.1059,2
2023-03-01,34.5,-2.5,-0.1049,5
2023-04-01,34.5,-2.5,-0.1185,3
2023-05-01,34.5,-2.5,-0.1408,5
2023-06-01,34.5,-2.5,-0.1501,4
2023-07-01,34.5,-2.5,-0.1384,5
2023-08-01,34.5,-2.5,-0.1421,6
2023-09-01,34.5,-2.5,-0.1544,2
2023-10-01,34.5,-2.5,-0.14,3
2023-11-01,34.5,-2.5,-0.1399,3
2023-12-01,34.5,-2.5,-0.1204,5
2024-01-01,34.5,-2.5,-0.1285,3
2024-02-01,34.5,-2.5,-0.1202,3
2024-03-01,34.5,-2.5,-0.1032,1
2024-04-01,34.5,-2.5,-0.1054,3
2024-05-01,34.5,-2.5,-0.1177,3
2024-06-01,34.5,-2.5,-0.1298,4
2024-07-01,34.5,-2.5,-0.129,4
2024-08-01,34.5,-2.5,-0.1401,5
2024-09-01,34.5,-2.5,-0.151,3
2024-10-01,34.5,-2.5,-0.1414,4
2024-11-01,34.5,-2.5,-0.1321,4
2024-12-01,34.5,-2.5,-0.1178,4
2025-01-01,34.5,-2.5,-0.1195,4
2025-02-01,34.5,-2.5,-0.1304,2
2025-03-01,34.5,-2.5,-0.1119,5
2025-04-01,34.5,-2.5,-0.1057,3
2025-05-01,34.5,-2.5,-0.0968,6
2025-06-01,34.5,-2.5,-0.1174,6
2025-07-01,34.5,-2.5,-0.1235,7
2025-08-01,34.5,-2.5,-0.1296,7
2025-09-01,34.5,-2.5,-0.1348,5
2025-10-01,34.5,-2.5,-0.1339,5
2025-11-01,34.5,-2.5,-0.1198,4
2025-12-01,34.5,-2.5,-0.1189,2
2020-01-01,35.5,-7.5,-0.0995,3
2020-02-01,35.5,-7.5,0.0008,4
2020-03-01,35.5,-7.5,-0.8002,1
2020-04-01,35.5,-7.5,,0
2020-05-01,35.5,-7.5,-0.0733,2
2020-06-01,35.5,-7.5,-0.0346,4
2020-07-01,35.5,-7.5,-0.0072,4
2020-08-01,35.5,-7.5,-0.1277,4
2020-09-01,35.5,-7.5,-0.0663,3
2020-10-01,35.5,-7.5,-0.2218,4
2020-11-01,35.5,-7.5,-0.2453,4
2020-12-01,35.5,-7.5,-0.3856,3
2021-01-01,35.5,-7.5,-0.3831,4
2021-02-01,35.5,-7.5,-0.0582,1
2021-03-01,35.5,-7.5,-0.1815,4
2021-04-01,35.5,-7.5,-0.1508,2
2021-05-01,35.5,-7.5,-0.0158,4
