Date,LAT,LON,ALLSKY_SFC_SW_DWN,RH2M,GWETTOP,T2M,Precipitations_mm,VPD
2023-05-09,29.5,-2.5,29.83,14.43,0.06,29.26,0.0,3.479
2023-05-09,30.5,-7.5,29.59,16.48,0.13,24.44,0.0,2.559
2023-05-09,30.5,-2.5,30.04,16.85,0.08,28.87,0.0,3.306
2023-05-09,31.5,-7.5,29.05,26.01,0.17,24.34,0.0,2.253
2023-05-09,31.5,-2.5,29.93,21.64,0.08,28.12,0.0,2.983
2023-05-09,32.5,-7.5,29.53,44.56,0.23,26.1,0.0,1.875
2023-05-09,32.5,-2.5,30.14,30.41,0.17,23.48,0.0,2.013
2023-05-09,33.5,-7.5,28.81,76.51,0.38,21.36,0.0,0.597
2023-05-09,33.5,-2.5,30.08,34.7,0.24,22.24,0.0,1.752
2023-05-09,34.5,-7.5,28.68,89.86,1.0,20.35,0.0,0.242
2023-05-09,34.5,-2.5,28.71,37.94,0.3,23.72,0.0,1.821
2023-05-09,35.5,-7.5,28.3,86.89,1.0,20.07,0.0,0.308
2023-05-09,35.5,-2.5,26.86,79.5,0.58,21.47,0.0,0.525
2023-05-10,27.5,-7.5,28.33,12.98,0.09,32.33,0.0,4.215
2023-05-10,27.5,-2.5,29.01,15.96,0.04,31.04,0.0,3.784
2023-05-10,28.5,-7.5,26.96,14.08,0.08,32.15,0.0,4.12
2023-05-10,28.5,-2.5,29.06,15.98,0.04,31.19,0.0,3.816
2023-05-10,29.5,-7.5,27.1,13.91,0.08,33.45,0.0,4.441
2023-05-10,29.5,-2.5,29.26,14.24,0.06,31.17,0.0,3.89
2023-05-10,30.5,-7.5,27.65,18.5,0.13,24.04,0.0,2.438
2023-05-10,30.5,-2.5,29.27,18.01,0.08,29.8,0.0,3.439
2023-05-10,31.5,-7.5,29.57,26.74,0.16,24.14,0.0,2.204
2023-05-10,31.5,-2.5,29.09,19.54,0.08,29.32,0.0,3.283
2023-05-10,32.5,-7.5,29.54,44.06,0.22,25.51,0.0,1.827
2023-05-10,32.5,-2.5,29.92,26.78,0.16,25.11,0.0,2.335
2023-05-10,33.5,-7.5,28.87,73.92,0.37,21.22,0.0,0.657
2023-05-10,33.5,-2.5,29.6,36.11,0.22,22.85,0.0,1.779
2023-05-10,34.5,-7.5,28.54,84.02,1.0,20.43,0.0,0.384
2023-05-10,34.5,-2.5,28.94,48.42,0.29,22.6,0.0,1.414
2023-05-10,35.5,-7.5,28.25,80.57,1.0,19.98,0.0,0.454
2023-05-10,35.5,-2.5,26.87,88.36,0.56,20.7,0.0,0.284
2023-05-11,27.5,-7.5,27.18,16.05,0.09,33.85,0.0,4.428
2023-05-11,27.5,-2.5,27.56,14.41,0.04,32.54,0.0,4.195
2023-05-11,28.5,-7.5,27.41,15.54,0.08,33.32,0.0,4.325
2023-05-11,28.5,-2.5,28.24,13.78,0.04,32.17,0.0,4.139
2023-05-11,29.5,-7.5,28.5,11.94,0.08,33.38,0.0,4.525
2023-05-11,29.5,-2.5,28.83,13.27,0.06,31.4,0.0,3.986
2023-05-11,30.5,-7.5,30.89,16.46,0.13,22.56,0.0,2.285
2023-05-11,30.5,-2.5,29.27,13.94,0.07,30.58,0.0,3.775
2023-05-11,31.5,-7.5,30.69,29.71,0.16,21.97,0.0,1.855
2023-05-11,31.5,-2.5,28.41,19.72,0.08,29.47,0.0,3.304
2023-05-11,32.5,-7.5,29.8,48.06,0.21,23.34,0.0,1.489
2023-05-11,32.5,-2.5,28.26,31.36,0.15,25.0,0.0,2.174
2023-05-11,33.5,-7.5,28.93,77.37,0.37,19.66,0.0,0.518
2023-05-11,33.5,-2.5,28.95,42.36,0.21,22.29,0.0,1.551
2023-05-11,34.5,-7.5,27.75,82.17,1.0,20.24,0.0,0.423
2023-05-11,34.5,-2.5,27.73,52.48,0.29,21.97,0.0,1.254
2023-05-11,35.5,-7.5,28.36,82.55,1.0,19.76,0.0,0.402
2023-05-11,35.5,-2.5,25.88,89.05,0.55,20.02,0.0,0.256
2023-05-12,27.5,-7.5,28.4,21.51,0.08,30.29,0.0,3.386
2023-05-12,27.5,-2.5,25.23,12.28,0.04,33.65,0.0,4.576
2023-05-12,28.5,-7.5,28.73,16.61,0.08,29.87,0.0,3.512
2023-05-12,28.5,-2.5,27.86,12.16,0.04,33.19,0.0,4.466
2023-05-12,29.5,-7.5,28.68,12.68,0.08,31.1,0.0,3.945
2023-05-12,29.5,-2.5,29.02,11.96,0.06,32.03,0.0,4.193
2023-05-12,30.5,-7.5,29.99,21.66,0.13,20.36,0.0,1.873
2023-05-12,30.5,-2.5,29.86,16.28,0.07,30.7,0.0,3.697
2023-05-12,31.5,-7.5,30.09,36.17,0.16,19.57,0.0,1.453
2023-05-12,31.5,-2.5,29.22,21.09,0.08,29.48,0.0,3.25
2023-05-12,32.5,-7.5,28.73,53.71,0.21,21.93,0.0,1.219
2023-05-12,32.5,-2.5,29.58,33.3,0.15,23.99,0.1,1.989
2023-05-12,33.5,-7.5,28.05,71.98,0.36,19.89,0.0,0.651
2023-05-12,33.5,-2.5,27.44,46.58,0.2,20.77,0.0,1.31
2023-05-12,34.5,-7.5,27.84,82.41,1.0,20.14,0.0,0.415
2023-05-12,34.5,-2.5,24.75,54.43,0.28,20.67,0.0,1.111
2023-05-12,35.5,-7.5,29.39,79.77,1.0,19.94,0.0,0.471
2023-05-12,35.5,-2.5,27.13,81.96,0.54,19.78,0.2,0.416
2023-05-13,27.5,-7.5,27.72,25.97,0.08,27.19,0.0,2.669
2023-05-13,27.5,-2.5,24.16,11.92,0.04,32.97,0.0,4.423
2023-05-13,28.5,-7.5,29.01,25.57,0.08,26.78,0.0,2.62
2023-05-13,28.5,-2.5,24.11,10.84,0.04,32.26,0.0,4.302
2023-05-13,29.5,-7.5,30.31,18.3,0.08,28.64,0.0,3.205
2023-05-13,29.5,-2.5,28.47,12.93,0.06,30.0,0.0,3.694
2023-05-13,30.5,-7.5,31.37,27.2,0.13,18.68,0.0,1.568
2023-05-13,30.5,-2.5,29.36,20.68,0.07,28.36,0.0,3.062
2023-05-13,31.5,-7.5,30.38,43.95,0.15,16.4,0.0,1.045
2023-05-13,31.5,-2.5,29.27,26.23,0.08,26.44,0.0,2.545
2023-05-13,32.5,-7.5,30.44,52.84,0.2,19.96,0.0,1.1
2023-05-13,32.5,-2.5,28.44,39.97,0.14,20.05,0.0,1.408
2023-05-13,33.5,-7.5,30.0,67.93,0.36,19.31,0.0,0.718
2023-05-13,33.5,-2.5,28.2,55.13,0.19,16.54,0.0,0.844
2023-05-13,34.5,-7.5,29.74,73.73,1.0,20.29,0.0,0.625
2023-05-13,34.5,-2.5,20.76,68.25,0.29,16.0,0.7,0.577
2023-05-13,35.5,-7.5,29.87,69.93,1.0,19.87,0.0,0.697
2023-05-13,35.5,-2.5,19.17,77.99,0.58,18.97,3.1,0.483
2023-05-14,27.5,-7.5,29.64,33.69,0.08,24.7,0.0,2.063
2023-05-14,27.5,-2.5,28.71,14.71,0.04,28.53,0.0,3.325
2023-05-14,28.5,-7.5,29.55,31.91,0.07,25.23,0.0,2.187
2023-05-14,28.5,-2.5,28.48,16.88,0.04,26.53,0.0,2.883
2023-05-14,29.5,-7.5,30.17,21.51,0.08,26.59,0.0,2.732
2023-05-14,29.5,-2.5,28.95,20.86,0.06,23.85,0.0,2.34
2023-05-14,30.5,-7.5,31.65,28.16,0.13,16.94,0.0,1.387
2023-05-14,30.5,-2.5,27.29,24.0,0.07,22.53,0.0,2.075
2023-05-14,31.5,-7.5,31.38,43.03,0.15,15.59,0.0,1.009
2023-05-14,31.5,-2.5,25.71,26.17,0.08,20.8,1.4,1.814
2023-05-14,32.5,-7.5,30.75,49.15,0.19,20.98,0.0,1.263
2023-05-14,32.5,-2.5,30.98,35.99,0.14,15.86,1.3,1.153
2023-05-14,33.5,-7.5,30.27,66.63,0.35,20.12,0.0,0.786
2023-05-14,33.5,-2.5,30.72,46.44,0.19,14.25,0.0,0.87
2023-05-14,34.5,-7.5,30.25,77.84,1.0,19.92,0.0,0.516
2023-05-14,34.5,-2.5,29.25,50.34,0.29,16.08,0.0,0.908
2023-05-14,35.5,-7.5,29.88,80.38,1.0,19.44,0.0,0.443
2023-05-14,35.5,-2.5,28.4,64.13,0.59,19.84,0.0,0.83
2023-05-15,27.5,-7.5,29.43,31.21,0.08,24.66,0.0,2.135
2023-05-15,27.5,-2.5,29.13,17.06,0.04,25.1,0.0,2.643
2023-05-15,28.5,-7.5,29.89,22.37,0.07,25.6,0.0,2.548
2023-05-15,28.5,-2.5,28.96,17.21,0.04,24.5,0.0,2.545
2023-05-15,29.5,-7.5,29.4,13.9,0.08,27.73,0.0,3.204
2023-05-15,29.5,-2.5,30.16,19.04,0.06,23.38,0.0,2.327
2023-05-15,30.5,-7.5,30.57,20.82,0.12,17.92,0.0,1.626
2023-05-15,30.5,-2.5,30.53,20.1,0.07,23.31,0.0,2.287
2023-05-15,31.5,-7.5,30.54,24.21,0.15,18.45,0.0,1.609
2023-05-15,31.5,-2.5,30.62,21.41,0.08,22.45,0.0,2.135
2023-05-15,32.5,-7.5,30.89,39.58,0.18,21.82,0.0,1.58
2023-05-15,32.5,-2.5,31.56,26.26,0.14,18.33,0.0,1.554
2023-05-15,33.5,-7.5,30.31,66.51,0.35,19.53,0.0,0.761
2023-05-15,33.5,-2.5,31.45,31.43,0.19,16.93,0.0,1.323
2023-05-15,34.5,-7.5,29.82,78.27,1.0,19.4,0.0,0.49
2023-05-15,34.5,-2.5,30.42,32.15,0.28,19.15,0.0,1.505
2023-05-15,35.5,-7.5,29.92,81.93,1.0,19.22,0.0,0.403
2023-05-15,35.5,-2.5,28.45,71.22,0.56,21.09,0.0,0.72
2023-05-16,27.5,-7.5,18.43,45.37,0.08,23.45,0.3,1.577
2023-05-16,27.5,-2.5,27.55,13.93,0.04,27.73,0.0,3.202
2023-05-16,28.5,-7.5,18.37,45.09,0.08,23.27,1.7,1.568
2023-05-16,28.5,-2.5,27.3,16.17,0.04,27.66,0.2,3.106
2023-05-16,29.5,-7.5,20.62,19.71,0.07,27.22,0.0,2.9
2023-05-16,29.5,-2.5,26.4,17.37,0.06,26.58,0.0,2.874
2023-05-16,30.5,-7.5,20.22,22.16,0.12,18.98,0.0,1.708
2023-05-16,30.5,-2.5,27.41,17.56,0.07,26.16,0.0,2.797
2023-05-16,31.5,-7.5,22.42,30.97,0.15,17.59,1.9,1.388
2023-05-16,31.5,-2.5,27.18,18.94,0.08,24.82,0.0,2.54
2023-05-16,32.5,-7.5,24.8,50.24,0.18,20.76,0.1,1.219
2023-05-16,32.5,-2.5,27.7,23.7,0.14,20.79,0.0,1.873
2023-05-16,33.5,-7.5,24.41,74.94,0.35,19.28,0.0,0.56
2023-05-16,33.5,-2.5,28.11,25.92,0.18,20.13,0.0,1.746
2023-05-16,34.5,-7.5,25.18,83.09,1.0,19.7,0.0,0.388
2023-05-16,34.5,-2.5,28.97,30.59,0.27,20.88,0.0,1.713
2023-05-16,35.5,-7.5,26.53,83.91,1.0,19.69,0.0,0.369
2023-05-16,35.5,-2.5,27.13,76.09,0.54,20.38,0.0,0.572
2023-05-17,27.5,-7.5,30.46,37.51,0.09,23.79,0.9,1.841
2023-05-17,27.5,-2.5,24.02,29.23,0.04,28.4,0.0,2.738
2023-05-17,28.5,-7.5,30.69,36.75,0.09,23.46,0.0,1.827
2023-05-17,28.5,-2.5,20.63,29.68,0.04,27.06,0.8,2.516
2023-05-17,29.5,-7.5,30.33,29.94,0.07,24.72,0.0,2.183
2023-05-17,29.5,-2.5,25.25,32.45,0.14,25.32,0.4,2.181
2023-05-17,30.5,-7.5,27.26,42.84,0.13,14.94,0.1,0.971
2023-05-17,30.5,-2.5,26.21,35.19,0.22,24.63,0.5,2.008
2023-05-17,31.5,-7.5,19.31,63.92,0.21,13.62,19.4,0.563
2023-05-17,31.5,-2.5,25.78,38.25,0.1,22.46,0.8,1.679
2023-05-17,32.5,-7.5,16.78,63.98,0.3,18.67,1.0,0.775
2023-05-17,32.5,-2.5,15.59,50.04,0.15,16.36,0.8,0.929
2023-05-17,33.5,-7.5,20.34,74.91,0.37,19.07,9.3,0.554
2023-05-17,33.5,-2.5,7.52,58.52,0.19,12.87,8.7,0.616
2023-05-17,34.5,-7.5,20.89,83.44,1.0,19.62,5.7,0.378
2023-05-17,34.5,-2.5,8.29,67.25,0.42,14.4,8.1,0.537
2023-05-17,35.5,-7.5,19.14,85.4,1.0,19.96,8.4,0.341
2023-05-17,35.5,-2.5,8.51,78.84,0.7,19.81,1.7,0.489
2023-05-18,27.5,-7.5,28.27,45.17,0.09,20.88,0.0,1.354
2023-05-18,27.5,-2.5,29.99,15.33,0.04,26.79,0.0,2.982
2023-05-18,28.5,-7.5,28.47,39.61,0.09,22.02,0.0,1.599
2023-05-18,28.5,-2.5,29.78,20.56,0.04,25.41,0.0,2.579
2023-05-18,29.5,-7.5,28.23,30.57,0.07,23.74,0.0,2.04
2023-05-18,29.5,-2.5,30.29,27.98,0.14,23.43,0.0,2.077
2023-05-18,30.5,-7.5,20.82,55.04,0.13,11.95,0.4,0.628
2023-05-18,30.5,-2.5,27.89,34.73,0.22,21.97,0.0,1.722
2023-05-18,31.5,-7.5,17.31,71.42,0.24,11.07,14.7,0.377
2023-05-18,31.5,-2.5,25.7,38.9,0.11,20.33,0.6,1.458
2023-05-18,32.5,-7.5,18.33,67.09,0.34,16.58,1.2,0.621
2023-05-18,32.5,-2.5,21.65,57.03,0.24,14.0,2.8,0.687
2023-05-18,33.5,-7.5,20.22,78.35,0.47,17.88,18.4,0.443
2023-05-18,33.5,-2.5,14.11,69.5,0.32,11.4,0.9,0.411
2023-05-18,34.5,-7.5,24.91,75.92,1.0,19.73,3.7,0.554
2023-05-18,34.5,-2.5,11.63,71.22,0.43,14.75,3.5,0.483
2023-05-18,35.5,-7.5,25.84,71.79,1.0,20.01,0.0,0.66
2023-05-18,35.5,-2.5,14.72,80.49,0.76,19.34,3.3,0.438
2023-05-19,27.5,-7.5,30.89,36.28,0.09,22.06,0.0,1.691
2023-05-19,27.5,-2.5,29.85,26.53,0.04,24.19,0.0,2.217
2023-05-19,28.5,-7.5,30.21,25.66,0.09,22.5,0.0,2.026
2023-05-19,28.5,-2.5,29.48,30.5,0.04,22.73,0.0,1.921
2023-05-19,29.5,-7.5,30.82,23.78,0.07,23.53,0.0,2.211
2023-05-19,29.5,-2.5,27.9,36.15,0.13,20.19,0.0,1.511
2023-05-19,30.5,-7.5,31.0,40.67,0.13,13.58,0.0,0.923
2023-05-19,30.5,-2.5,27.07,40.39,0.21,18.86,0.0,1.298
2023-05-19,31.5,-7.5,28.33,57.33,0.25,12.95,0.0,0.637
2023-05-19,31.5,-2.5,22.09,45.23,0.23,16.85,9.9,1.051
2023-05-19,32.5,-7.5,25.72,59.05,0.33,18.77,0.2,0.887
2023-05-19,32.5,-2.5,19.77,57.22,0.36,12.29,6.8,0.612
2023-05-19,33.5,-7.5,25.77,72.22,0.46,18.99,1.8,0.61
2023-05-19,33.5,-2.5,21.7,67.88,0.46,11.09,4.9,0.424
2023-05-19,34.5,-7.5,27.44,73.11,1.0,19.81,0.1,0.621
2023-05-19,34.5,-2.5,19.16,72.11,0.46,13.28,4.8,0.425
2023-05-19,35.5,-7.5,27.88,68.21,1.0,19.94,0.0,0.741
2023-05-19,35.5,-2.5,22.17,71.29,0.78,18.87,2.6,0.626
2023-05-20,27.5,-7.5,30.34,36.73,0.09,21.69,0.0,1.641
2023-05-20,27.5,-2.5,29.47,24.55,0.04,23.43,0.0,2.175
2023-05-20,28.5,-7.5,30.23,35.3,0.09,21.79,0.0,1.689
2023-05-20,28.5,-2.5,29.29,26.41,0.04,22.71,0.0,2.031
2023-05-20,29.5,-7.5,29.74,23.12,0.07,23.94,0.0,2.286
2023-05-20,29.5,-2.5,29.72,29.59,0.13,21.22,0.0,1.775
2023-05-20,30.5,-7.5,30.5,33.11,0.13,14.34,0.0,1.093
2023-05-20,30.5,-2.5,29.55,33.76,0.2,20.38,0.0,1.586
2023-05-20,31.5,-7.5,28.44,44.53,0.24,15.16,0.6,0.956
2023-05-20,31.5,-2.5,28.14,37.34,0.27,19.01,0.0,1.378
2023-05-20,32.5,-7.5,27.22,54.19,0.3,19.28,0.1,1.024
2023-05-20,32.5,-2.5,25.28,47.97,0.32,14.92,0.2,0.883
2023-05-20,33.5,-7.5,25.24,72.82,0.44,18.51,0.0,0.579
2023-05-20,33.5,-2.5,26.73,54.01,0.36,14.21,0.6,0.745
2023-05-20,34.5,-7.5,25.5,81.86,1.0,19.23,0.0,0.404
2023-05-20,34.5,-2.5,26.75,50.82,0.39,16.53,0.1,0.925
2023-05-20,35.5,-7.5,25.54,82.11,1.0,19.35,0.0,0.402
2023-05-20,35.5,-2.5,26.79,70.13,0.72,19.07,0.0,0.659
2023-05-21,27.5,-7.5,29.75,46.24,0.09,20.07,0.0,1.262
2023-05-21,27.5,-2.5,29.39,15.58,0.04,26.46,0.0,2.916
2023-05-21,28.5,-7.5,29.66,45.06,0.09,19.73,0.0,1.263
2023-05-21,28.5,-2.5,29.33,16.75,0.04,25.69,0.0,2.747
2023-05-21,29.5,-7.5,30.46,35.12,0.07,21.25,0.0,1.638
2023-05-21,29.5,-2.5,28.05,17.91,0.12,24.32,0.0,2.497
2023-05-21,30.5,-7.5,26.6,45.13,0.13,12.19,0.0,0.779
2023-05-21,30.5,-2.5,28.37,18.93,0.19,23.75,0.0,2.383
2023-05-21,31.5,-7.5,16.71,67.18,0.25,10.82,12.4,0.426
2023-05-21,31.5,-2.5,26.85,25.1,0.24,21.98,0.0,1.978
2023-05-21,32.5,-7.5,13.86,61.81,0.32,16.68,7.0,0.725
2023-05-21,32.5,-2.5,23.92,36.87,0.3,17.49,0.0,1.262
2023-05-21,33.5,-7.5,16.17,71.47,0.47,17.59,3.7,0.574
2023-05-21,33.5,-2.5,21.8,47.86,0.35,16.33,0.0,0.968
2023-05-21,34.5,-7.5,15.53,72.05,1.0,19.29,6.6,0.625
2023-05-21,34.5,-2.5,17.51,63.9,0.48,15.93,1.5,0.653
2023-05-21,35.5,-7.5,13.37,61.15,1.0,19.43,9.4,0.877
2023-05-21,35.5,-2.5,12.58,77.83,0.81,19.17,3.5,0.492
2023-05-22,27.5,-7.5,30.57,44.63,0.09,20.63,0.0,1.346
2023-05-22,27.5,-2.5,29.71,21.34,0.04,25.25,0.0,2.529
2023-05-22,28.5,-7.5,30.58,42.23,0.09,20.57,0.0,1.399
2023-05-22,28.5,-2.5,29.65,23.59,0.04,24.5,0.0,2.349
2023-05-22,29.5,-7.5,30.83,33.24,0.07,22.01,0.0,1.766
2023-05-22,29.5,-2.5,28.91,27.85,0.12,22.76,0.0,1.998
2023-05-22,30.5,-7.5,29.33,48.18,0.13,12.4,0.1,0.746
2023-05-22,30.5,-2.5,30.19,33.75,0.18,21.35,0.0,1.683
2023-05-22,31.5,-7.5,25.28,61.86,0.27,12.03,2.1,0.536
2023-05-22,31.5,-2.5,29.93,38.08,0.22,19.69,0.0,1.42
2023-05-22,32.5,-7.5,24.2,61.1,0.33,17.63,0.0,0.784
2023-05-22,32.5,-2.5,27.56,52.01,0.29,14.41,0.0,0.788
2023-05-22,33.5,-7.5,22.51,70.88,0.48,18.34,4.8,0.614
2023-05-22,33.5,-2.5,25.25,64.77,0.34,12.36,0.0,0.506
2023-05-22,34.5,-7.5,22.31,73.55,1.0,19.39,1.4,0.595
2023-05-22,34.5,-2.5,18.52,72.93,0.46,13.86,0.4,0.429
2023-05-22,35.5,-7.5,23.22,77.03,1.0,18.22,4.0,0.481
2023-05-22,35.5,-2.5,10.88,81.32,0.78,17.6,2.3,0.376
2023-05-23,27.5,-7.5,30.28,46.55,0.09,20.76,0.0,1.31
2023-05-23,27.5,-2.5,30.29,19.24,0.04,25.38,0.0,2.617
2023-05-23,28.5,-7.5,30.33,42.37,0.09,21.4,0.0,1.469
2023-05-23,28.5,-2.5,30.12,20.39,0.04,24.67,0.0,2.473
2023-05-23,29.5,-7.5,30.71,30.45,0.07,23.63,0.0,2.03
2023-05-23,29.5,-2.5,30.18,20.36,0.11,23.6,0.0,2.32
2023-05-23,30.5,-7.5,28.37,48.05,0.15,13.89,0.0,0.825
2023-05-23,30.5,-2.5,30.4,29.17,0.17,22.09,0.0,1.883
2023-05-23,31.5,-7.5,23.89,61.7,0.29,13.37,4.0,0.588
2023-05-23,31.5,-2.5,29.14,33.44,0.21,21.02,0.0,1.657
2023-05-23,32.5,-7.5,25.05,61.32,0.32,18.43,0.1,0.82
2023-05-23,32.5,-2.5,26.08,51.55,0.29,15.72,0.4,0.865
2023-05-23,33.5,-7.5,24.19,73.64,0.48,18.43,2.4,0.559
2023-05-23,33.5,-2.5,24.86,66.16,0.37,13.33,5.1,0.518
2023-05-23,34.5,-7.5,18.48,81.84,1.0,18.68,1.9,0.391
2023-05-23,34.5,-2.5,25.96,63.74,0.42,15.68,0.2,0.646
2023-05-23,35.5,-7.5,12.62,82.08,1.0,18.07,2.7,0.371
2023-05-23,35.5,-2.5,22.98,73.25,0.75,18.36,0.1,0.565
2023-05-24,27.5,-7.5,24.89,45.19,0.09,20.42,0.0,1.315
2023-05-24,27.5,-2.5,22.14,18.97,0.04,25.74,0.0,2.682
2023-05-24,28.5,-7.5,27.86,40.14,0.09,21.54,0.0,1.539
2023-05-24,28.5,-2.5,24.85,18.86,0.04,25.92,0.0,2.715
2023-05-24,29.5,-7.5,30.56,28.29,0.07,23.98,0.0,2.137
2023-05-24,29.5,-2.5,27.63,19.95,0.11,25.41,0.0,2.598
2023-05-24,30.5,-7.5,30.95,38.01,0.15,15.23,0.0,1.073
2023-05-24,30.5,-2.5,29.71,29.89,0.16,24.1,0.0,2.105
2023-05-24,31.5,-7.5,26.94,55.82,0.29,15.05,0.2,0.756
2023-05-24,31.5,-2.5,30.06,35.27,0.19,22.56,0.0,1.771
2023-05-24,32.5,-7.5,26.63,59.88,0.3,19.76,0.0,0.924
2023-05-24,32.5,-2.5,27.72,50.01,0.32,17.06,0.0,0.972
2023-05-24,33.5,-7.5,25.51,73.35,0.46,19.2,3.4,0.593
2023-05-24,33.5,-2.5,25.58,66.75,0.39,13.99,0.0,0.531
2023-05-24,34.5,-7.5,25.25,80.98,1.0,19.5,0.3,0.431
2023-05-24,34.5,-2.5,19.37,67.62,0.43,15.91,1.1,0.585
2023-05-24,35.5,-7.5,24.72,81.81,1.0,19.48,2.2,0.412
2023-05-24,35.5,-2.5,27.19,80.08,0.77,18.19,0.7,0.416
2023-05-25,27.5,-7.5,29.73,42.1,0.09,22.42,0.0,1.57
2023-05-25,27.5,-2.5,29.76,15.7,0.04,26.71,0.0,2.955
2023-05-25,28.5,-7.5,29.88,41.19,0.09,22.9,0.0,1.642
2023-05-25,28.5,-2.5,30.04,15.65,0.04,27.06,0.0,3.018
2023-05-25,29.5,-7.5,30.11,27.33,0.07,26.06,0.0,2.451
2023-05-25,29.5,-2.5,29.75,18.84,0.1,26.57,0.0,2.821
2023-05-25,30.5,-7.5,30.97,40.13,0.15,17.19,0.3,1.174
2023-05-25,30.5,-2.5,30.04,27.53,0.15,25.36,0.0,2.345
2023-05-25,31.5,-7.5,28.58,53.46,0.28,17.52,0.0,0.932
2023-05-25,31.5,-2.5,28.99,31.85,0.18,24.21,0.0,2.059
2023-05-25,32.5,-7.5,28.72,58.95,0.28,21.62,0.0,1.06
2023-05-25,32.5,-2.5,29.38,44.28,0.29,19.72,0.0,1.28
2023-05-25,33.5,-7.5,28.47,74.45,0.44,20.25,0.3,0.607
2023-05-25,33.5,-2.5,29.66,57.06,0.35,16.98,0.1,0.831
2023-05-25,34.5,-7.5,27.81,79.71,1.0,20.31,0.0,0.484
2023-05-25,34.5,-2.5,30.32,59.81,0.4,17.95,0.0,0.827
2023-05-25,35.5,-7.5,27.69,81.77,1.0,20.16,0.0,0.43
2023-05-25,35.5,-2.5,28.81,74.37,0.74,19.14,0.0,0.568
2023-05-26,27.5,-7.5,15.55,41.54,0.09,24.39,0.0,1.786
2023-05-26,27.5,-2.5,19.97,21.84,0.04,27.39,0.0,2.851
2023-05-26,28.5,-7.5,18.41,43.98,0.09,23.31,0.0,1.604
2023-05-26,28.5,-2.5,21.54,21.05,0.04,27.19,0.0,2.846
2023-05-26,29.5,-7.5,25.5,37.17,0.07,25.41,0.0,2.039
2023-05-26,29.5,-2.5,22.01,19.14,0.1,27.17,0.0,2.912
2023-05-26,30.5,-7.5,28.22,44.98,0.14,16.34,0.0,1.022
2023-05-26,30.5,-2.5,25.25,17.76,0.15,26.85,0.0,2.906
2023-05-26,31.5,-7.5,22.63,60.94,0.27,17.15,7.8,0.764
2023-05-26,31.5,-2.5,26.08,19.35,0.17,26.07,0.0,2.722
2023-05-26,32.5,-7.5,23.41,64.02,0.27,21.03,0.2,0.896
2023-05-26,32.5,-2.5,29.55,24.15,0.27,22.38,0.0,2.052
2023-05-26,33.5,-7.5,24.91,78.8,0.42,19.73,1.3,0.487
2023-05-26,33.5,-2.5,27.3,32.01,0.33,21.15,0.0,1.707
2023-05-26,34.5,-7.5,26.29,83.39,1.0,20.17,0.0,0.392
2023-05-26,34.5,-2.5,28.57,55.24,0.38,20.52,0.7,1.081
2023-05-26,35.5,-7.5,25.69,82.15,1.0,20.17,0.0,0.422
2023-05-26,35.5,-2.5,23.65,89.46,0.74,19.76,0.0,0.243
2023-05-27,27.5,-7.5,29.5,38.54,0.13,23.25,0.0,1.753
2023-05-27,27.5,-2.5,27.18,30.63,0.04,28.97,0.0,2.774
2023-05-27,28.5,-7.5,30.14,39.72,0.09,22.22,0.0,1.615
2023-05-27,28.5,-2.5,27.42,29.61,0.04,28.29,0.0,2.706
2023-05-27,29.5,-7.5,30.89,35.84,0.07,23.94,0.0,1.908
2023-05-27,29.5,-2.5,28.49,28.25,0.1,27.46,0.0,2.628
2023-05-27,30.5,-7.5,25.77,50.65,0.14,15.32,0.0,0.859
2023-05-27,30.5,-2.5,28.61,27.4,0.14,26.83,0.0,2.563
2023-05-27,31.5,-7.5,16.28,67.78,0.3,14.85,6.0,0.544
2023-05-27,31.5,-2.5,29.09,28.15,0.16,25.55,0.0,2.352
2023-05-27,32.5,-7.5,15.08,59.34,0.28,20.23,2.8,0.964
2023-05-27,32.5,-2.5,26.32,37.12,0.25,21.7,0.0,1.632
2023-05-27,33.5,-7.5,18.27,69.37,0.42,20.21,12.8,0.726
2023-05-27,33.5,-2.5,24.65,45.81,0.33,19.36,0.0,1.218
2023-05-27,34.5,-7.5,25.17,78.14,1.0,20.42,0.8,0.525
2023-05-27,34.5,-2.5,14.11,65.24,0.4,18.29,1.3,0.731
2023-05-27,35.5,-7.5,26.74,83.92,1.0,19.82,0.2,0.372
2023-05-27,35.5,-2.5,14.38,88.23,0.74,20.09,2.0,0.277
2023-05-28,27.5,-7.5,31.08,36.56,0.13,22.63,0.0,1.743
2023-05-28,27.5,-2.5,29.45,18.97,0.04,27.05,0.0,2.897
2023-05-28,28.5,-7.5,30.9,38.06,0.09,22.44,0.0,1.682
2023-05-28,28.5,-2.5,29.47,18.98,0.04,26.82,0.0,2.858
2023-05-28,29.5,-7.5,31.28,33.14,0.07,24.54,0.0,2.061
2023-05-28,29.5,-2.5,31.11,21.97,0.09,26.0,0.0,2.623
2023-05-28,30.5,-7.5,28.09,46.48,0.15,15.96,0.1,0.971
2023-05-28,30.5,-2.5,30.46,27.3,0.14,25.8,0.0,2.415
2023-05-28,31.5,-7.5,21.88,62.57,0.31,14.85,11.5,0.632
2023-05-28,31.5,-2.5,29.32,38.92,0.15,24.36,0.0,1.862
2023-05-28,32.5,-7.5,21.36,56.54,0.28,20.67,0.1,1.059
