-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2025 through 12/31/2025 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
GWETTOP     MERRA-2 Surface Soil Wetness (1) 
-END HEADER-
LAT,LON,YEAR,DOY,GWETTOP
27.0,-10.0,2025,1,0.16
27.0,-9.375,2025,1,0.15
27.0,-8.75,2025,1,0.15
27.0,-8.125,2025,1,0.15
27.0,-7.5,2025,1,0.15
27.0,-6.875,2025,1,0.16
27.0,-6.25,2025,1,0.17
27.0,-5.625,2025,1,0.16
27.0,-5.0,2025,1,0.14
27.0,-4.375,2025,1,0.14
27.0,-3.75,2025,1,0.15
27.0,-3.125,2025,1,0.14
27.0,-2.5,2025,1,0.09
27.0,-1.875,2025,1,0.09
27.0,-1.25,2025,1,0.09
27.5,-10.0,2025,1,0.16
27.5,-9.375,2025,1,0.16
27.5,-8.75,2025,1,0.13
27.5,-8.125,2025,1,0.14
27.5,-7.5,2025,1,0.14
27.5,-6.875,2025,1,0.15
27.5,-6.25,2025,1,0.16
27.5,-5.625,2025,1,0.15
27.5,-5.0,2025,1,0.12
27.5,-4.375,2025,1,0.12
27.5,-3.75,2025,1,0.13
27.5,-3.125,2025,1,0.09
27.5,-2.5,2025,1,0.09
27.5,-1.875,2025,1,0.09
27.5,-1.25,2025,1,0.09
28.0,-10.0,2025,1,0.15
28.0,-9.375,2025,1,0.15
28.0,-8.75,2025,1,0.13
28.0,-8.125,2025,1,0.14
28.0,-7.5,2025,1,0.13
28.0,-6.875,2025,1,0.15
28.0,-6.25,2025,1,0.15
28.0,-5.625,2025,1,0.13
28.0,-5.0,2025,1,0.11
28.0,-4.375,2025,1,0.11
28.0,-3.75,2025,1,0.1
28.0,-3.125,2025,1,0.08
28.0,-2.5,2025,1,0.08
28.0,-1.875,2025,1,0.08
28.0,-1.25,2025,1,0.09
28.5,-10.0,2025,1,0.15
28.5,-9.375,2025,1,0.14
28.5,-8.75,2025,1,0.13
28.5,-8.125,2025,1,0.12
28.5,-7.5,2025,1,0.14
28.5,-6.875,2025,1,0.13
28.5,-6.25,2025,1,0.14
28.5,-5.625,2025,1,0.14
28.5,-5.0,2025,1,0.13
28.5,-4.375,2025,1,0.11
28.5,-3.75,2025,1,0.1
28.5,-3.125,2025,1,0.09
28.5,-2.5,2025,1,0.09
28.5,-1.875,2025,1,0.09
28.5,-1.25,2025,1,0.08
29.0,-10.0,2025,1,0.15
29.0,-9.375,2025,1,0.15
29.0,-8.75,2025,1,0.14
29.0,-8.125,2025,1,0.13
29.0,-7.5,2025,1,0.13
29.0,-6.875,2025,1,0.14
29.0,-6.25,2025,1,0.13
29.0,-5.625,2025,1,0.14
29.0,-5.0,2025,1,0.15
29.0,-4.375,2025,1,0.14
29.0,-3.75,2025,1,0.13
29.0,-3.125,2025,1,0.12
29.0,-2.5,2025,1,0.11
29.0,-1.875,2025,1,0.1
29.0,-1.25,2025,1,0.08
29.5,-10.0,2025,1,0.25
29.5,-9.375,2025,1,0.2
29.5,-8.75,2025,1,0.19
29.5,-8.125,2025,1,0.21
29.5,-7.5,2025,1,0.14
29.5,-6.875,2025,1,0.2
29.5,-6.25,2025,1,0.16
29.5,-5.625,2025,1,0.16
29.5,-5.0,2025,1,0.17
29.5,-4.375,2025,1,0.19
29.5,-3.75,2025,1,0.17
29.5,-3.125,2025,1,0.15
29.5,-2.5,2025,1,0.16
29.5,-1.875,2025,1,0.12
29.5,-1.25,2025,1,0.1
30.0,-10.0,2025,1,0.6
30.0,-9.375,2025,1,0.23
30.0,-8.75,2025,1,0.25
30.0,-8.125,2025,1,0.43
30.0,-7.5,2025,1,0.27
30.0,-6.875,2025,1,0.34
30.0,-6.25,2025,1,0.24
30.0,-5.625,2025,1,0.19
30.0,-5.0,2025,1,0.18
30.0,-4.375,2025,1,0.22
30.0,-3.75,2025,1,0.21
30.0,-3.125,2025,1,0.17
30.0,-2.5,2025,1,0.17
30.0,-1.875,2025,1,0.13
30.0,-1.25,2025,1,0.14
30.5,-10.0,2025,1,0.59
30.5,-9.375,2025,1,0.19
30.5,-8.75,2025,1,0.22
30.5,-8.125,2025,1,0.36
30.5,-7.5,2025,1,0.44
30.5,-6.875,2025,1,0.35
30.5,-6.25,2025,1,0.26
30.5,-5.625,2025,1,0.22
30.5,-5.0,2025,1,0.18
30.5,-4.375,2025,1,0.17
30.5,-3.75,2025,1,0.19
30.5,-3.125,2025,1,0.17
30.5,-2.5,2025,1,0.16
30.5,-1.875,2025,1,0.14
30.5,-1.25,2025,1,0.15
31.0,-10.0,2025,1,0.6
31.0,-9.375,2025,1,0.26
31.0,-8.75,2025,1,0.31
31.0,-8.125,2025,1,0.45
31.0,-7.5,2025,1,0.39
31.0,-6.875,2025,1,0.4
31.0,-6.25,2025,1,0.38
31.0,-5.625,2025,1,0.32
31.0,-5.0,2025,1,0.24
31.0,-4.375,2025,1,0.17
31.0,-3.75,2025,1,0.16
31.0,-3.125,2025,1,0.18
31.0,-2.5,2025,1,0.15
31.0,-1.875,2025,1,0.14
31.0,-1.25,2025,1,0.16
31.5,-10.0,2025,1,0.62
31.5,-9.375,2025,1,0.24
31.5,-8.75,2025,1,0.26
31.5,-8.125,2025,1,0.41
31.5,-7.5,2025,1,0.42
31.5,-6.875,2025,1,0.48
31.5,-6.25,2025,1,0.5
31.5,-5.625,2025,1,0.45
31.5,-5.0,2025,1,0.38
31.5,-4.375,2025,1,0.28
31.5,-3.75,2025,1,0.21
31.5,-3.125,2025,1,0.2
31.5,-2.5,2025,1,0.18
31.5,-1.875,2025,1,0.19
31.5,-1.25,2025,1,0.26
32.0,-10.0,2025,1,0.75
32.0,-9.375,2025,1,0.35
32.0,-8.75,2025,1,0.26
32.0,-8.125,2025,1,0.36
32.0,-7.5,2025,1,0.39
32.0,-6.875,2025,1,0.48
32.0,-6.25,2025,1,0.52
32.0,-5.625,2025,1,0.57
32.0,-5.0,2025,1,0.54
32.0,-4.375,2025,1,0.46
32.0,-3.75,2025,1,0.33
32.0,-3.125,2025,1,0.31
32.0,-2.5,2025,1,0.33
32.0,-1.875,2025,1,0.36
32.0,-1.25,2025,1,0.36
32.5,-10.0,2025,1,1.0
32.5,-9.375,2025,1,0.58
32.5,-8.75,2025,1,0.31
32.5,-8.125,2025,1,0.37
32.5,-7.5,2025,1,0.37
32.5,-6.875,2025,1,0.47
32.5,-6.25,2025,1,0.44
32.5,-5.625,2025,1,0.52
32.5,-5.0,2025,1,0.53
32.5,-4.375,2025,1,0.48
32.5,-3.75,2025,1,0.4
32.5,-3.125,2025,1,0.36
32.5,-2.5,2025,1,0.4
32.5,-1.875,2025,1,0.4
32.5,-1.25,2025,1,0.41
33.0,-10.0,2025,1,1.0
33.0,-9.375,2025,1,0.78
33.0,-8.75,2025,1,0.42
33.0,-8.125,2025,1,0.39
33.0,-7.5,2025,1,0.42
33.0,-6.875,2025,1,0.44
33.0,-6.25,2025,1,0.44
33.0,-5.625,2025,1,0.49
33.0,-5.0,2025,1,0.47
33.0,-4.375,2025,1,0.4
33.0,-3.75,2025,1,0.32
33.0,-3.125,2025,1,0.35
33.0,-2.5,2025,1,0.37
33.0,-1.875,2025,1,0.37
33.0,-1.25,2025,1,0.35
33.5,-10.0,2025,1,1.0
33.5,-9.375,2025,1,1.0
33.5,-8.75,2025,1,0.77
33.5,-8.125,2025,1,0.45
33.5,-7.5,2025,1,0.45
33.5,-6.875,2025,1,0.44
33.5,-6.25,2025,1,0.46
33.5,-5.625,2025,1,0.48
33.5,-5.0,2025,1,0.49
33.5,-4.375,2025,1,0.47
33.5,-3.75,2025,1,0.36
33.5,-3.125,2025,1,0.34
33.5,-2.5,2025,1,0.35
33.5,-1.875,2025,1,0.34
33.5,-1.25,2025,1,0.32
34.0,-10.0,2025,1,1.0
34.0,-9.375,2025,1,1.0
34.0,-8.75,2025,1,1.0
34.0,-8.125,2025,1,0.8
34.0,-7.5,2025,1,0.78
34.0,-6.875,2025,1,0.41
34.0,-6.25,2025,1,0.43
34.0,-5.625,2025,1,0.52
34.0,-5.0,2025,1,0.46
34.0,-4.375,2025,1,0.45
34.0,-3.75,2025,1,0.33
34.0,-3.125,2025,1,0.33
34.0,-2.5,2025,1,0.34
34.0,-1.875,2025,1,0.35
34.0,-1.25,2025,1,0.38
34.5,-10.0,2025,1,1.0
34.5,-9.375,2025,1,1.0
34.5,-8.75,2025,1,1.0
34.5,-8.125,2025,1,1.0
34.5,-7.5,2025,1,1.0
34.5,-6.875,2025,1,0.79
34.5,-6.25,2025,1,0.51
34.5,-5.625,2025,1,0.57
34.5,-5.0,2025,1,0.58
34.5,-4.375,2025,1,0.46
34.5,-3.75,2025,1,0.33
34.5,-3.125,2025,1,0.32
34.5,-2.5,2025,1,0.29
34.5,-1.875,2025,1,0.34
34.5,-1.25,2025,1,0.37
35.0,-10.0,2025,1,1.0
35.0,-9.375,2025,1,1.0
35.0,-8.75,2025,1,1.0
35.0,-8.125,2025,1,1.0
35.0,-7.5,2025,1,1.0
35.0,-6.875,2025,1,0.92
35.0,-6.25,2025,1,0.5
35.0,-5.625,2025,1,0.63
35.0,-5.0,2025,1,0.64
35.0,-4.375,2025,1,0.54
35.0,-3.75,2025,1,0.4
35.0,-3.125,2025,1,0.37
35.0,-2.5,2025,1,0.42
35.0,-1.875,2025,1,0.33
35.0,-1.25,2025,1,0.33
35.5,-10.0,2025,1,1.0
35.5,-9.375,2025,1,1.0
35.5,-8.75,2025,1,1.0
35.5,-8.125,2025,1,1.0
35.5,-7.5,2025,1,1.0
35.5,-6.875,2025,1,0.99
35.5,-6.25,2025,1,0.88
35.5,-5.625,2025,1,0.61
35.5,-5.0,2025,1,0.58
35.5,-4.375,2025,1,0.57
35.5,-3.75,2025,1,0.5
35.5,-3.125,2025,1,0.53
35.5,-2.5,2025,1,0.65
35.5,-1.875,2025,1,0.54
35.5,-1.25,2025,1,0.33
27.0,-10.0,2025,2,0.15
27.0,-9.375,2025,2,0.15
27.0,-8.75,2025,2,0.15
27.0,-8.125,2025,2,0.15
27.0,-7.5,2025,2,0.15
27.0,-6.875,2025,2,0.16
27.0,-6.25,2025,2,0.16
27.0,-5.625,2025,2,0.16
27.0,-5.0,2025,2,0.14
27.0,-4.375,2025,2,0.14
27.0,-3.75,2025,2,0.15
27.0,-3.125,2025,2,0.14
27.0,-2.5,2025,2,0.09
27.0,-1.875,2025,2,0.09
27.0,-1.25,2025,2,0.09
27.5,-10.0,2025,2,0.16
27.5,-9.375,2025,2,0.16
27.5,-8.75,2025,2,0.13
27.5,-8.125,2025,2,0.14
27.5,-7.5,2025,2,0.14
27.5,-6.875,2025,2,0.15
27.5,-6.25,2025,2,0.16
27.5,-5.625,2025,2,0.15
27.5,-5.0,2025,2,0.12
27.5,-4.375,2025,2,0.12
27.5,-3.75,2025,2,0.13
27.5,-3.125,2025,2,0.09
27.5,-2.5,2025,2,0.09
27.5,-1.875,2025,2,0.09
27.5,-1.25,2025,2,0.09
28.0,-10.0,2025,2,0.15
28.0,-9.375,2025,2,0.15
28.0,-8.75,2025,2,0.13
28.0,-8.125,2025,2,0.14
28.0,-7.5,2025,2,0.13
28.0,-6.875,2025,2,0.15
28.0,-6.25,2025,2,0.15
28.0,-5.625,2025,2,0.13
28.0,-5.0,2025,2,0.11
28.0,-4.375,2025,2,0.11
28.0,-3.75,2025,2,0.1
28.0,-3.125,2025,2,0.08
28.0,-2.5,2025,2,0.08
28.0,-1.875,2025,2,0.08
28.0,-1.25,2025,2,0.09
28.5,-10.0,2025,2,0.15
28.5,-9.375,2025,2,0.14
28.5,-8.75,2025,2,0.13
28.5,-8.125,2025,2,0.12
28.5,-7.5,2025,2,0.14
28.5,-6.875,2025,2,0.13
28.5,-6.25,2025,2,0.14
28.5,-5.625,2025,2,0.14
28.5,-5.0,2025,2,0.13
28.5,-4.375,2025,2,0.11
28.5,-3.75,2025,2,0.1
28.5,-3.125,2025,2,0.09
28.5,-2.5,2025,2,0.09
28.5,-1.875,2025,2,0.09
28.5,-1.25,2025,2,0.08
29.0,-10.0,2025,2,0.15
29.0,-9.375,2025,2,0.15
29.0,-8.75,2025,2,0.14
29.0,-8.125,2025,2,0.13
29.0,-7.5,2025,2,0.13
29.0,-6.875,2025,2,0.14
29.0,-6.25,2025,2,0.13
29.0,-5.625,2025,2,0.14
29.0,-5.0,2025,2,0.15
29.0,-4.375,2025,2,0.14
29.0,-3.75,2025,2,0.13
29.0,-3.125,2025,2,0.12
29.0,-2.5,2025,2,0.11
29.0,-1.875,2025,2,0.1
29.0,-1.25,2025,2,0.08
29.5,-10.0,2025,2,0.25
29.5,-9.375,2025,2,0.2
29.5,-8.75,2025,2,0.19
29.5,-8.125,2025,2,0.21
29.5,-7.5,2025,2,0.14
29.5,-6.875,2025,2,0.19
29.5,-6.25,2025,2,0.16
29.5,-5.625,2025,2,0.16
29.5,-5.0,2025,2,0.17
29.5,-4.375,2025,2,0.19
29.5,-3.75,2025,2,0.17
29.5,-3.125,2025,2,0.15
29.5,-2.5,2025,2,0.15
29.5,-1.875,2025,2,0.12
29.5,-1.25,2025,2,0.1
30.0,-10.0,2025,2,0.6
30.0,-9.375,2025,2,0.23
30.0,-8.75,2025,2,0.25
30.0,-8.125,2025,2,0.42
30.0,-7.5,2025,2,0.27
30.0,-6.875,2025,2,0.33
30.0,-6.25,2025,2,0.24
30.0,-5.625,2025,2,0.19
30.0,-5.0,2025,2,0.18
30.0,-4.375,2025,2,0.21
30.0,-3.75,2025,2,0.21
30.0,-3.125,2025,2,0.17
30.0,-2.5,2025,2,0.17
30.0,-1.875,2025,2,0.14
30.0,-1.25,2025,2,0.14
30.5,-10.0,2025,2,0.59
30.5,-9.375,2025,2,0.19
30.5,-8.75,2025,2,0.22
30.5,-8.125,2025,2,0.35
30.5,-7.5,2025,2,0.43
30.5,-6.875,2025,2,0.35
30.5,-6.25,2025,2,0.25
30.5,-5.625,2025,2,0.21
30.5,-5.0,2025,2,0.18
30.5,-4.375,2025,2,0.17
30.5,-3.75,2025,2,0.19
30.5,-3.125,2025,2,0.18
30.5,-2.5,2025,2,0.16
30.5,-1.875,2025,2,0.15
30.5,-1.25,2025,2,0.15
31.0,-10.0,2025,2,0.6
31.0,-9.375,2025,2,0.26
31.0,-8.75,2025,2,0.31
31.0,-8.125,2025,2,0.44
31.0,-7.5,2025,2,0.39
31.0,-6.875,2025,2,0.39
31.0,-6.25,2025,2,0.37
31.0,-5.625,2025,2,0.31
31.0,-5.0,2025,2,0.24
31.0,-4.375,2025,2,0.17
31.0,-3.75,2025,2,0.16
31.0,-3.125,2025,2,0.19
31.0,-2.5,2025,2,0.16
31.0,-1.875,2025,2,0.16
31.0,-1.25,2025,2,0.18
31.5,-10.0,2025,2,0.62
31.5,-9.375,2025,2,0.24
31.5,-8.75,2025,2,0.26
31.5,-8.125,2025,2,0.4
31.5,-7.5,2025,2,0.42
31.5,-6.875,2025,2,0.48
31.5,-6.25,2025,2,0.5
31.5,-5.625,2025,2,0.45
31.5,-5.0,2025,2,0.38
31.5,-4.375,2025,2,0.28
31.5,-3.75,2025,2,0.21
31.5,-3.125,2025,2,0.2
31.5,-2.5,2025,2,0.19
31.5,-1.875,2025,2,0.23
31.5,-1.25,2025,2,0.31
32.0,-10.0,2025,2,0.75
32.0,-9.375,2025,2,0.35
32.0,-8.75,2025,2,0.27
32.0,-8.125,2025,2,0.35
32.0,-7.5,2025,2,0.39
32.0,-6.875,2025,2,0.47
32.0,-6.25,2025,2,0.52
32.0,-5.625,2025,2,0.57
32.0,-5.0,2025,2,0.54
32.0,-4.375,2025,2,0.46
32.0,-3.75,2025,2,0.33
32.0,-3.125,2025,2,0.31
32.0,-2.5,2025,2,0.32
32.0,-1.875,2025,2,0.36
32.0,-1.25,2025,2,0.38
32.5,-10.0,2025,2,1.0
32.5,-9.375,2025,2,0.58
32.5,-8.75,2025,2,0.31
32.5,-8.125,2025,2,0.35
32.5,-7.5,2025,2,0.35
32.5,-6.875,2025,2,0.45
32.5,-6.25,2025,2,0.44
32.5,-5.625,2025,2,0.52
32.5,-5.0,2025,2,0.53
32.5,-4.375,2025,2,0.48
32.5,-3.75,2025,2,0.41
32.5,-3.125,2025,2,0.36
32.5,-2.5,2025,2,0.4
32.5,-1.875,2025,2,0.39
32.5,-1.25,2025,2,0.39
33.0,-10.0,2025,2,1.0
33.0,-9.375,2025,2,0.77
33.0,-8.75,2025,2,0.41
33.0,-8.125,2025,2,0.36
33.0,-7.5,2025,2,0.41
33.0,-6.875,2025,2,0.43
33.0,-6.25,2025,2,0.43
33.0,-5.625,2025,2,0.48
33.0,-5.0,2025,2,0.47
33.0,-4.375,2025,2,0.4
33.0,-3.75,2025,2,0.33
33.0,-3.125,2025,2,0.37
33.0,-2.5,2025,2,0.39
33.0,-1.875,2025,2,0.39
33.0,-1.25,2025,2,0.36
33.5,-10.0,2025,2,1.0
33.5,-9.375,2025,2,1.0
33.5,-8.75,2025,2,0.76
33.5,-8.125,2025,2,0.43
33.5,-7.5,2025,2,0.43
33.5,-6.875,2025,2,0.43
33.5,-6.25,2025,2,0.46
33.5,-5.625,2025,2,0.48
33.5,-5.0,2025,2,0.49
33.5,-4.375,2025,2,0.47
33.5,-3.75,2025,2,0.37
33.5,-3.125,2025,2,0.36
33.5,-2.5,2025,2,0.36
33.5,-1.875,2025,2,0.35
33.5,-1.25,2025,2,0.33
34.0,-10.0,2025,2,1.0
34.0,-9.375,2025,2,1.0
34.0,-8.75,2025,2,1.0
34.0,-8.125,2025,2,0.79
34.0,-7.5,2025,2,0.77
34.0,-6.875,2025,2,0.4
34.0,-6.25,2025,2,0.42
34.0,-5.625,2025,2,0.51
34.0,-5.0,2025,2,0.46
34.0,-4.375,2025,2,0.45
34.0,-3.75,2025,2,0.34
34.0,-3.125,2025,2,0.34
34.0,-2.5,2025,2,0.35
34.0,-1.875,2025,2,0.35
34.0,-1.25,2025,2,0.37
34.5,-10.0,2025,2,1.0
34.5,-9.375,2025,2,1.0
34.5,-8.75,2025,2,1.0
34.5,-8.125,2025,2,1.0
34.5,-7.5,2025,2,1.0
34.5,-6.875,2025,2,0.79
34.5,-6.25,2025,2,0.5
34.5,-5.625,2025,2,0.57
34.5,-5.0,2025,2,0.58
34.5,-4.375,2025,2,0.46
34.5,-3.75,2025,2,0.34
34.5,-3.125,2025,2,0.33
34.5,-2.5,2025,2,0.31
34.5,-1.875,2025,2,0.35
34.5,-1.25,2025,2,0.36
35.0,-10.0,2025,2,1.0
35.0,-9.375,2025,2,1.0
35.0,-8.75,2025,2,1.0
35.0,-8.125,2025,2,1.0
35.0,-7.5,2025,2,1.0
35.0,-6.875,2025,2,0.92
35.0,-6.25,2025,2,0.5
35.0,-5.625,2025,2,0.62
35.0,-5.0,2025,2,0.64
35.0,-4.375,2025,2,0.53
35.0,-3.75,2025,2,0.39
35.0,-3.125,2025,2,0.4
35.0,-2.5,2025,2,0.45
35.0,-1.875,2025,2,0.34
35.0,-1.25,2025,2,0.34
35.5,-10.0,2025,2,1.0
35.5,-9.375,2025,2,1.0
35.5,-8.75,2025,2,1.0
35.5,-8.125,2025,2,1.0
35.5,-7.5,2025,2,1.0
35.5,-6.875,2025,2,0.99
35.5,-6.25,2025,2,0.88
35.5,-5.625,2025,2,0.61
35.5,-5.0,2025,2,0.58
35.5,-4.375,2025,2,0.57
35.5,-3.75,2025,2,0.5
35.5,-3.125,2025,2,0.55
35.5,-2.5,2025,2,0.67
35.5,-1.875,2025,2,0.55
35.5,-1.25,2025,2,0.34
27.0,-10.0,2025,3,0.15
27.0,-9.375,2025,3,0.15
27.0,-8.75,2025,3,0.15
27.0,-8.125,2025,3,0.15
27.0,-7.5,2025,3,0.14
27.0,-6.875,2025,3,0.16
27.0,-6.25,2025,3,0.16
27.0,-5.625,2025,3,0.16
