-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2020 through 12/31/2020 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
GWETTOP     MERRA-2 Surface Soil Wetness (1) 
-END HEADER-
LAT,LON,YEAR,DOY,GWETTOP
27.0,-10.0,2020,1,0.24
27.0,-9.375,2020,1,0.22
27.0,-8.75,2020,1,0.22
27.0,-8.125,2020,1,0.32
27.0,-7.5,2020,1,0.22
27.0,-6.875,2020,1,0.31
27.0,-6.25,2020,1,0.22
27.0,-5.625,2020,1,0.17
27.0,-5.0,2020,1,0.18
27.0,-4.375,2020,1,0.17
27.0,-3.75,2020,1,0.15
27.0,-3.125,2020,1,0.11
27.0,-2.5,2020,1,0.08
27.0,-1.875,2020,1,0.08
27.0,-1.25,2020,1,0.07
27.5,-10.0,2020,1,0.32
27.5,-9.375,2020,1,0.25
27.5,-8.75,2020,1,0.2
27.5,-8.125,2020,1,0.28
27.5,-7.5,2020,1,0.22
27.5,-6.875,2020,1,0.31
27.5,-6.25,2020,1,0.27
27.5,-5.625,2020,1,0.18
27.5,-5.0,2020,1,0.15
27.5,-4.375,2020,1,0.13
27.5,-3.75,2020,1,0.13
27.5,-3.125,2020,1,0.08
27.5,-2.5,2020,1,0.08
27.5,-1.875,2020,1,0.08
27.5,-1.25,2020,1,0.07
28.0,-10.0,2020,1,0.29
28.0,-9.375,2020,1,0.21
28.0,-8.75,2020,1,0.18
28.0,-8.125,2020,1,0.19
28.0,-7.5,2020,1,0.19
28.0,-6.875,2020,1,0.23
28.0,-6.25,2020,1,0.21
28.0,-5.625,2020,1,0.15
28.0,-5.0,2020,1,0.13
28.0,-4.375,2020,1,0.11
28.0,-3.75,2020,1,0.09
28.0,-3.125,2020,1,0.08
28.0,-2.5,2020,1,0.07
28.0,-1.875,2020,1,0.07
28.0,-1.25,2020,1,0.07
28.5,-10.0,2020,1,0.32
28.5,-9.375,2020,1,0.24
28.5,-8.75,2020,1,0.17
28.5,-8.125,2020,1,0.19
28.5,-7.5,2020,1,0.18
28.5,-6.875,2020,1,0.21
28.5,-6.25,2020,1,0.22
28.5,-5.625,2020,1,0.19
28.5,-5.0,2020,1,0.15
28.5,-4.375,2020,1,0.1
28.5,-3.75,2020,1,0.09
28.5,-3.125,2020,1,0.07
