-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2025 through 12/31/2025 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
-END HEADER-
LAT,LON,YEAR,DOY,ALLSKY_SFC_SW_DWN
34.5,-4.5,2025,4,10.91
34.5,-3.5,2025,4,10.88
34.5,-2.5,2025,4,10.86
34.5,-1.5,2025,4,11.81
35.5,-9.5,2025,4,9.32
35.5,-8.5,2025,4,9.45
35.5,-7.5,2025,4,9.09
35.5,-6.5,2025,4,8.77
35.5,-5.5,2025,4,9.88
35.5,-4.5,2025,4,9.33
35.5,-3.5,2025,4,9.36
35.5,-2.5,2025,4,10.17
35.5,-1.5,2025,4,10.86
27.5,-9.5,2025,5,15.86
27.5,-8.5,2025,5,15.92
27.5,-7.5,2025,5,16.06
27.5,-6.5,2025,5,16.09
27.5,-5.5,2025,5,15.95
27.5,-4.5,2025,5,15.28
27.5,-3.5,2025,5,14.83
27.5,-2.5,2025,5,11.6
27.5,-1.5,2025,5,11.87
28.5,-9.5,2025,5,15.31
28.5,-8.5,2025,5,15.19
28.5,-7.5,2025,5,15.63
28.5,-6.5,2025,5,15.56
28.5,-5.5,2025,5,15.33
28.5,-4.5,2025,5,14.16
28.5,-3.5,2025,5,12.87
28.5,-2.5,2025,5,12.26
28.5,-1.5,2025,5,10.53
29.5,-9.5,2025,5,14.85
29.5,-8.5,2025,5,15.02
29.5,-7.5,2025,5,14.94
29.5,-6.5,2025,5,14.61
29.5,-5.5,2025,5,14.99
29.5,-4.5,2025,5,13.55
29.5,-3.5,2025,5,11.85
29.5,-2.5,2025,5,11.87
29.5,-1.5,2025,5,11.03
30.5,-9.5,2025,5,13.77
30.5,-8.5,2025,5,14.39
30.5,-7.5,2025,5,14.56
30.5,-6.5,2025,5,14.42
30.5,-5.5,2025,5,14.24
30.5,-4.5,2025,5,14.18
30.5,-3.5,2025,5,12.28
30.5,-2.5,2025,5,10.61
30.5,-1.5,2025,5,11.07
31.5,-9.5,2025,5,13.25
31.5,-8.5,2025,5,13.28
31.5,-7.5,2025,5,13.7
31.5,-6.5,2025,5,13.91
31.5,-5.5,2025,5,13.89
31.5,-4.5,2025,5,13.54
31.5,-3.5,2025,5,11.71
31.5,-2.5,2025,5,9.63
31.5,-1.5,2025,5,10.09
32.5,-9.5,2025,5,11.19
32.5,-8.5,2025,5,12.32
32.5,-7.5,2025,5,12.5
32.5,-6.5,2025,5,12.74
32.5,-5.5,2025,5,12.33
32.5,-4.5,2025,5,12.01
32.5,-3.5,2025,5,11.4
32.5,-2.5,2025,5,9.93
32.5,-1.5,2025,5,10.02
33.5,-9.5,2025,5,7.83
33.5,-8.5,2025,5,10.21
33.5,-7.5,2025,5,11.48
33.5,-6.5,2025,5,11.21
33.5,-5.5,2025,5,10.35
33.5,-4.5,2025,5,10.58
33.5,-3.5,2025,5,10.27
33.5,-2.5,2025,5,10.38
33.5,-1.5,2025,5,10.36
34.5,-9.5,2025,5,4.91
34.5,-8.5,2025,5,6.72
34.5,-7.5,2025,5,9.29
34.5,-6.5,2025,5,10.61
